"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note","percPA"
6458,124445447.448365,230575.049883929,1981,FALSE,1,"12274","LBR;CIV;GIN","Nimba Range","LBR",FALSE,"12274","",0.00185282028882253
6458,124445447.448365,121347161.095217,2003,FALSE,1,"12274","LBR;CIV;GIN","Nimba Range","LBR",FALSE,"12274","",0.97510325675486
22321,69517120.0550959,0,0,FALSE,0,"12274","LBR;CIV;GIN","Nimba Range","LBR",NA,NA,"no pas overlapping kba",0
6092,49971950.1159094,43365662.3497796,1944,FALSE,2,"12274","LBR;CIV;GIN","Nimba Range","CIV",TRUE,"12274","",0.867800080829214
6092,49971950.1159094,2513311.21005879,1981,FALSE,1,"12274","LBR;CIV;GIN","Nimba Range","CIV",TRUE,"12274","",0.0502944392650115
6092,49971950.1159094,556205.847548945,2003,FALSE,1,"12274","LBR;CIV;GIN","Nimba Range","CIV",TRUE,"12274","",0.01113036105773
6376,136577080.161862,136201083.627866,1944,FALSE,2,"12274","LBR;CIV;GIN","Nimba Range","GIN",FALSE,"12274","",0.997247001227807
