"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note","percPA"
6686,9657523.31302452,0,0,FALSE,0,"13024","MOZ;SWZ;ZAF","Lebombo Mountains","MOZ",NA,NA,"no pas overlapping kba",0
6887,120329694.424403,112115329.208647,1977,FALSE,1,"13024","MOZ;SWZ;ZAF","Lebombo Mountains","SWZ",FALSE,"13024","",0.931734512789634
7116,40903255.1759981,37115792.840411,2019,FALSE,1,"13024","MOZ;SWZ;ZAF","Lebombo Mountains","ZAF",FALSE,"13024","",0.907404378470848
45551,217620409.100327,20574.2762093153,2019,FALSE,1,"13024","MOZ;SWZ;ZAF","Lebombo Mountains","ZAF",FALSE,"13024","",9.45420344276172e-05
45552,218449232.866459,0,0,FALSE,0,"13024","MOZ;SWZ;ZAF","Lebombo Mountains","ZAF",NA,NA,"no pas overlapping kba",0
45553,261759987.32351,113981363.038179,1977,FALSE,1,"13024","MOZ;SWZ;ZAF","Lebombo Mountains","ZAF",FALSE,"13024","",0.435442269858107
45555,85942469.645257,0,0,FALSE,0,"13024","MOZ;SWZ;ZAF","Lebombo Mountains","ZAF",NA,NA,"no pas overlapping kba",0
45576,134839169.942273,23743801.8039089,1912,FALSE,1,"13024","MOZ;SWZ;ZAF","Lebombo Mountains","ZAF",TRUE,"13024","",0.176089795080124
45576,134839169.942273,17035761.7371341,1992,FALSE,1,"13024","MOZ;SWZ;ZAF","Lebombo Mountains","ZAF",TRUE,"13024","",0.126341342389065
45576,134839169.942273,1.06082180914882,2000,FALSE,1,"13024","MOZ;SWZ;ZAF","Lebombo Mountains","ZAF",TRUE,"13024","",7.86731192132801e-09
45577,90564425.9719436,12049220.2715643,1989,FALSE,1,"13024","MOZ;SWZ;ZAF","Lebombo Mountains","ZAF",TRUE,"13024","",0.133045841590131
45577,90564425.9719436,38160998.3864692,2019,FALSE,1,"13024","MOZ;SWZ;ZAF","Lebombo Mountains","ZAF",TRUE,"13024","",0.421368522760706
44662,22737234.2121584,22735479.9318228,1912,FALSE,1,"13024","MOZ;SWZ;ZAF","Lebombo Mountains","ZAF",FALSE,"13024","",0.999922845482471
