"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note"
1877,7777622.03801943,0,0,FALSE,0,0,15072,"ESP","Sierra de Lújar",NA,NA,NA,"no overlaps btwn PAs and range"
1876,138775935.632078,0,0,FALSE,0,0,15072,"ESP","Sierra de Lújar",NA,NA,NA,"no overlaps btwn PAs and range"
