"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note"
8144,NA,0,0,FALSE,0,0,11550,"IRN","Jebal Barez",NA,NA,NA,"no overlaps btwn PAs and range"
8146,NA,0,0,FALSE,0,0,11550,"IRN","Jebal Barez",NA,NA,NA,"no overlaps btwn PAs and range"
