"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note"
23293,NA,0,0,FALSE,0,0,15693,"CHN","Longmen Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
23269,NA,0,0,FALSE,0,0,15693,"CHN","Longmen Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
23248,NA,0,0,FALSE,0,0,15693,"CHN","Longmen Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
23229,NA,0,0,FALSE,0,0,15693,"CHN","Longmen Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
23181,NA,0,0,FALSE,0,0,15693,"CHN","Longmen Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
23187,NA,0,0,FALSE,0,0,15693,"CHN","Longmen Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
23232,NA,0,0,FALSE,0,0,15693,"CHN","Longmen Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
23224,NA,0,0,FALSE,0,0,15693,"CHN","Longmen Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
23191,NA,0,0,FALSE,0,0,15693,"CHN","Longmen Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
23189,NA,0,0,FALSE,0,0,15693,"CHN","Longmen Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
23250,NA,0,0,FALSE,0,0,15693,"CHN","Longmen Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
23197,NA,0,0,FALSE,0,0,15693,"CHN","Longmen Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
23265,NA,0,0,FALSE,0,0,15693,"CHN","Longmen Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
15532,NA,0,0,FALSE,0,0,15693,"CHN","Longmen Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
