"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","percPA"
6649,34660511.0486673,7505453.60895503,1994,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MUS",0.21654191995082
6651,94926838.0565789,0,0,FALSE,0,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MUS",0
6654,79589050.7894486,389144.665544331,1951,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MUS",0.00488942463422269
6761,18317806.6153176,1364405.80918658,1994,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","REU",0.0744852174629709
6761,18317806.6153176,16953400.8527374,2007,FALSE,2,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","REU",0.925514785081352
6762,16203314.3713782,16203314.5535099,2007,FALSE,2,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","REU",1.0000000112404
6764,22316138.0237165,18817281.2290921,2007,FALSE,2,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","REU",0.843214054738952
6764,22316138.0237165,0.00856173224747181,2010,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","REU",3.83656537630876e-10
6765,31700166.7980698,616935.440585852,1994,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","REU",0.0194615834205458
6765,31700166.7980698,31083232.2999105,2007,FALSE,2,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","REU",0.98053844630884
6767,87643654.6837615,379235.342285052,1987,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","REU",0.00432701424482377
6767,87643654.6837615,74692309.5304752,2007,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","REU",0.852227235388371
6767,87643654.6837615,3903.11123828369,2010,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","REU",4.4533871303827e-05
6768,3210088.8125173,1298655.49699324,2007,FALSE,2,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","REU",0.404554382398803
6768,3210088.8125173,NA,2010,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","REU",NA
6782,12315304.9492387,4535.41443119431,1966,TRUE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","SYC",0.000368274634683298
6782,12315304.9492387,3254744.86830584,1979,TRUE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","SYC",0.264284553384691
6782,12315304.9492387,NA,1983,TRUE,2,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","SYC",NA
7072,29860521.0317269,0,0,FALSE,0,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MYT",0
45320,34859980.768644,26520410.6537771,2010,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","COM",0.760769514756353
45321,204331.082517158,204331.082517158,1995,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","COM",1
45322,11222115.0991885,11222115.0991885,2010,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","COM",1
6452,87248969.6926926,0,0,FALSE,0,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","COM",0
45323,26498535.833033,25974358.7524976,2010,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","COM",0.980218639858512
45324,20875255.4165983,0,0,FALSE,0,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","COM",0
45325,79566426.5360677,7194533.90524396,2010,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","COM",0.0904217295970009
45326,32687447.6782595,6828316.11973434,2010,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","COM",0.208897194634008
45327,56955311.6339383,35841201.6712965,2010,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","COM",0.629286376337542
45328,11412757.9581776,0,0,FALSE,0,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","COM",0
45329,41134673.1084023,0,0,FALSE,0,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","COM",0
45330,17642979.5881238,892163.1983881,2010,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","COM",0.050567603614338
45331,12735986.4964476,0,0,FALSE,0,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","COM",0
45332,22569971.4964024,0,0,FALSE,0,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","COM",0
45333,23139006.7975934,7276799.15601406,2010,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","COM",0.314481914442884
45334,57489647.9215338,11778962.0966435,2010,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","COM",0.204888402042752
45335,680973390.732885,41620735.1187502,2010,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","COM",0.0611194735141656
6650,175716778.09263,43777.4686965942,1951,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MUS",0.000249136531933886
6650,175716778.09263,221368.07780835,1974,FALSE,3,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MUS",0.00125980045964452
6650,175716778.09263,2695192.76016223,2007,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MUS",0.0153382778208091
6655,363051.991849653,44359.837261321,2004,FALSE,3,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MUS",0.122185907961335
6653,102807.496033533,0,0,FALSE,0,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MUS",0
45499,17408978.9194025,0,0,FALSE,0,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MUS",0
6647,29002741.1066244,0,0,FALSE,0,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MUS",0
45397,8946496.37416828,266396.956619069,1951,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MUS",0.0297766796606828
6661,2229021.54557386,0,0,FALSE,0,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MUS",0
45500,25821646.825843,389144.665544331,1951,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MUS",0.0150704820714558
45480,7987994.10155308,0,0,FALSE,0,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MUS",0
45399,5767098.10693502,941341.567677978,1951,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MUS",0.163226210170762
6652,24576145.7652427,1947286.98366337,1983,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MUS",0.0792348402497415
6652,24576145.7652427,3795454.91207653,2011,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MUS",0.154436539737827
45481,570839.537973933,0,0,FALSE,0,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MUS",0
45482,6124083.81901769,0,0,FALSE,0,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MUS",0
45483,7411806.57703805,0,0,FALSE,0,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MUS",0
45400,621629.877212919,619888.641124576,2001,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MYT",0.997198918275695
45401,1345922.38859421,1338788.15930617,2007,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MYT",0.994699375425738
29244,37427.1777982283,37427.1777982283,1997,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MYT",1
45409,1427649.93905415,1427570.53418097,2007,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MYT",0.999944380711962
45410,1049147.48343682,1049106.79032245,2002,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MYT",0.999961213161159
45403,157458.154034138,157439.230148114,2009,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MYT",0.99987981641129
45404,84386.5835061036,76164.7902931506,2009,FALSE,1,"14285","MUS;REU;SYC;MYT;COM","Western Indian Ocean Islands","MYT",0.902569900671967
