"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
26219,787731793.53545,895773.079274416,1973,TRUE,1,"16328","USA","Kingston Range","USA",TRUE,"11429;16328;16331",TRUE,"",0.00113715491316411
26219,787731793.53545,660869672.267533,1994,TRUE,5,"16328","USA","Kingston Range","USA",TRUE,"11429;16328;16331",TRUE,"",0.838952645673292
26219,787731793.53545,15342437.7848582,2001,TRUE,1,"16328","USA","Kingston Range","USA",TRUE,"11429;16328;16331",TRUE,"",0.0194767278796748
26219,787731793.53545,81523739.1814388,2016,TRUE,2,"16328","USA","Kingston Range","USA",TRUE,"11429;16328;16331",TRUE,"",0.103491746620444
