"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note"
21969,1163664.59076393,0,0,FALSE,0,0,11513,"KAZ;KGZ;CHN","Terskey Ala-too",NA,NA,NA,"no overlaps btwn PAs and range"
27419,124582727.138388,0,0,FALSE,0,0,11513,"KAZ;KGZ;CHN","Terskey Ala-too",NA,NA,NA,"no overlaps btwn PAs and range"
46781,298929158.727335,0,0,FALSE,0,0,11513,"KAZ;KGZ;CHN","Terskey Ala-too",NA,NA,NA,"no overlaps btwn PAs and range"
15448,329375038.13606,0,0,FALSE,0,0,11513,"KAZ;KGZ;CHN","Terskey Ala-too",NA,NA,NA,"no overlaps btwn PAs and range"
27414,12148881.8520238,0,0,FALSE,0,0,11513,"KAZ;KGZ;CHN","Terskey Ala-too",NA,NA,NA,"no overlaps btwn PAs and range"
27415,20785916.9811597,0,0,FALSE,0,0,11513,"KAZ;KGZ;CHN","Terskey Ala-too",NA,NA,NA,"no overlaps btwn PAs and range"
