"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
2458,67837720.1816767,33420.2822276354,1951,FALSE,1,"19000","GBR","Lake District","GBR",FALSE,"19000",TRUE,"",0.000492650433094336
2458,67837720.1816767,2615484.98540842,1984,FALSE,1,"19000","GBR","Lake District","GBR",FALSE,"19000",TRUE,"",0.0385550248210564
2458,67837720.1816767,1054061.94327863,1986,FALSE,1,"19000","GBR","Lake District","GBR",FALSE,"19000",TRUE,"",0.0155379918496042
2458,67837720.1816767,1274.47436966933,1987,FALSE,1,"19000","GBR","Lake District","GBR",FALSE,"19000",TRUE,"",1.87871049654404e-05
2458,67837720.1816767,64105830.7623601,1991,FALSE,2,"19000","GBR","Lake District","GBR",FALSE,"19000",TRUE,"",0.944987988845702
2547,370086716.787324,8.79498821496964,1929,FALSE,1,"19000","GBR","Lake District","GBR",TRUE,"19000;19001;19003",TRUE,"",2.37646687006705e-08
2547,370086716.787324,6308003.7897326,1951,FALSE,1,"19000","GBR","Lake District","GBR",TRUE,"19000;19001;19003",TRUE,"",0.0170446641384257
2547,370086716.787324,30920512.0782391,1972,FALSE,1,"19000","GBR","Lake District","GBR",TRUE,"19000;19001;19003",TRUE,"",0.083549370122376
2547,370086716.787324,7015745.01019011,1974,FALSE,1,"19000","GBR","Lake District","GBR",TRUE,"19000;19001;19003",TRUE,"",0.0189570300471546
2547,370086716.787324,0.000255843624472618,1981,FALSE,1,"19000","GBR","Lake District","GBR",TRUE,"19000;19001;19003",TRUE,"",6.91307233865523e-13
2547,370086716.787324,817.627676547592,1984,FALSE,3,"19000","GBR","Lake District","GBR",TRUE,"19000;19001;19003",TRUE,"",2.20928674134893e-06
2547,370086716.787324,3299.16015202839,1985,FALSE,3,"19000","GBR","Lake District","GBR",TRUE,"19000;19001;19003",TRUE,"",8.91455975688071e-06
2547,370086716.787324,8.46512193675153e-08,1986,FALSE,1,"19000","GBR","Lake District","GBR",TRUE,"19000;19001;19003",TRUE,"",2.28733471177679e-16
2547,370086716.787324,NA,1989,FALSE,1,"19000","GBR","Lake District","GBR",TRUE,"19000;19001;19003",TRUE,"",NA
2547,370086716.787324,288989975.981714,1990,FALSE,3,"19000","GBR","Lake District","GBR",TRUE,"19000;19001;19003",TRUE,"",0.780870976646768
2547,370086716.787324,184.554961046396,1991,FALSE,2,"19000","GBR","Lake District","GBR",TRUE,"19000;19001;19003",TRUE,"",4.98680316463381e-07
2547,370086716.787324,14779429.8233488,1995,FALSE,1,"19000","GBR","Lake District","GBR",TRUE,"19000;19001;19003",TRUE,"",0.0399350453635494
2547,370086716.787324,21950293.170674,1996,FALSE,2,"19000","GBR","Lake District","GBR",TRUE,"19000;19001;19003",TRUE,"",0.0593112159258829
