"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note","percPA"
35,541553746.459142,6725407.65619265,1858,FALSE,1,"19448","CZE;AUT;DEU","Bohemian Forest (nn)","CZE",TRUE,"19448","",0.012418726119366
35,541553746.459142,2012930.94758041,1933,FALSE,1,"19448","CZE;AUT;DEU","Bohemian Forest (nn)","CZE",TRUE,"19448","",0.00371695507738912
35,541553746.459142,99416.3753005154,1948,FALSE,1,"19448","CZE;AUT;DEU","Bohemian Forest (nn)","CZE",TRUE,"19448","",0.000183576193407455
35,541553746.459142,191193918.7831,1963,FALSE,1,"19448","CZE;AUT;DEU","Bohemian Forest (nn)","CZE",TRUE,"19448","",0.353046987548676
35,541553746.459142,30004.0594663769,1970,FALSE,1,"19448","CZE;AUT;DEU","Bohemian Forest (nn)","CZE",TRUE,"19448","",5.54036596783854e-05
35,541553746.459142,NA,1973,FALSE,1,"19448","CZE;AUT;DEU","Bohemian Forest (nn)","CZE",TRUE,"19448","",NA
35,541553746.459142,NA,1985,FALSE,1,"19448","CZE;AUT;DEU","Bohemian Forest (nn)","CZE",TRUE,"19448","",NA
35,541553746.459142,3.32724143994368e-06,1989,FALSE,2,"19448","CZE;AUT;DEU","Bohemian Forest (nn)","CZE",TRUE,"19448","",6.14388038435389e-15
35,541553746.459142,17064159.1104847,1990,FALSE,1,"19448","CZE;AUT;DEU","Bohemian Forest (nn)","CZE",TRUE,"19448","",0.0315096317254858
35,541553746.459142,322750048.665153,1991,FALSE,2,"19448","CZE;AUT;DEU","Bohemian Forest (nn)","CZE",TRUE,"19448","",0.595970484509432
3232,121992501.075478,1102394.60483319,1963,FALSE,1,"19448","CZE;AUT;DEU","Bohemian Forest (nn)","AUT",TRUE,"19448","",0.00903657679869298
3232,121992501.075478,2050.66295969486,1983,FALSE,1,"19448","CZE;AUT;DEU","Bohemian Forest (nn)","AUT",TRUE,"19448","",1.68097460222256e-05
3232,121992501.075478,547.328467600048,1987,FALSE,1,"19448","CZE;AUT;DEU","Bohemian Forest (nn)","AUT",TRUE,"19448","",4.48657468922135e-06
3232,121992501.075478,1109856.40412615,1991,FALSE,1,"19448","CZE;AUT;DEU","Bohemian Forest (nn)","AUT",TRUE,"19448","",0.00909774284764825
3232,121992501.075478,5133.97974418817,1992,FALSE,1,"19448","CZE;AUT;DEU","Bohemian Forest (nn)","AUT",TRUE,"19448","",4.20843879658778e-05
3232,121992501.075478,7352.46593601815,1994,FALSE,1,"19448","CZE;AUT;DEU","Bohemian Forest (nn)","AUT",TRUE,"19448","",6.0269818810167e-05
