"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
29531,1197403910.96211,289539.964493193,2016,FALSE,1,"16334","USA","Northwest Mojave Ranges","USA",TRUE,"16334;17251;17254",TRUE,"",0.000241806429595298
