"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note"
44614,7920450.27041524,0,0,FALSE,0,0,13611,"NZL","Benmore Range",NA,NA,NA,"no overlaps btwn PAs and range"
44615,435778.909109966,0,0,FALSE,0,0,13611,"NZL","Benmore Range",NA,NA,NA,"no overlaps btwn PAs and range"
