"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note","percPA"
44610,272049.624542966,8599.99476861954,1987,FALSE,1,"11528","NZL","Kirkliston Range","NZL",TRUE,"11528","",0.0316118604576912
