"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note"
15686,295487749.541396,0,0,FALSE,0,0,15730,"CHN","Mengzhu Ling",NA,NA,NA,"no overlaps btwn PAs and range"
15754,139561011.949378,0,0,FALSE,0,0,15730,"CHN","Mengzhu Ling",NA,NA,NA,"no overlaps btwn PAs and range"
15756,65990765.1425205,0,0,FALSE,0,0,15730,"CHN","Mengzhu Ling",NA,NA,NA,"no overlaps btwn PAs and range"
