"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note"
15519,65283923.1056279,0,0,FALSE,0,0,15691,"CHN","Motian Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
15524,35426675.879396,0,0,FALSE,0,0,15691,"CHN","Motian Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
15529,273446359.658676,0,0,FALSE,0,0,15691,"CHN","Motian Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
15520,2178984764.25637,0,0,FALSE,0,0,15691,"CHN","Motian Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
23264,82723919.8936438,0,0,FALSE,0,0,15691,"CHN","Motian Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
23276,101220437.515135,0,0,FALSE,0,0,15691,"CHN","Motian Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
23148,30082012.6699021,0,0,FALSE,0,0,15691,"CHN","Motian Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
23165,265460115.910621,0,0,FALSE,0,0,15691,"CHN","Motian Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
23202,176404946.656223,0,0,FALSE,0,0,15691,"CHN","Motian Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
23115,108425630.083722,0,0,FALSE,0,0,15691,"CHN","Motian Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
23112,524681368.341955,0,0,FALSE,0,0,15691,"CHN","Motian Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
15526,17507599.6740945,0,0,FALSE,0,0,15691,"CHN","Motian Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
23238,132792309.82364,0,0,FALSE,0,0,15691,"CHN","Motian Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
23265,1584409159.17092,0,0,FALSE,0,0,15691,"CHN","Motian Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
23215,212158517.028075,0,0,FALSE,0,0,15691,"CHN","Motian Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
15517,810177538.711981,0,0,FALSE,0,0,15691,"CHN","Motian Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
