"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note","percPA"
44594,3948686.53888747,30027.7410618663,1928,FALSE,1,"13792","NZL","Blue Cliffs Ridge","NZL",TRUE,"13792","",0.00760448842068039
44594,3948686.53888747,127200.001684228,1987,FALSE,4,"13792","NZL","Blue Cliffs Ridge","NZL",TRUE,"13792","",0.0322132436777486
44594,3948686.53888747,34868.6245117858,1996,FALSE,1,"13792","NZL","Blue Cliffs Ridge","NZL",TRUE,"13792","",0.00883043618894346
