"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
3099,969268206.584175,1116968.13869962,1972,TRUE,1,"20292","SVK","Ďumbierske Tatry","SVK",TRUE,"12991;20291;20292;20293;20296;20300;20303;20305;20306",TRUE,"",0.00115238293293036
3099,969268206.584175,257590.654195726,1975,TRUE,2,"20292","SVK","Ďumbierske Tatry","SVK",TRUE,"12991;20291;20292;20293;20296;20300;20303;20305;20306",TRUE,"",0.000265757870160116
3099,969268206.584175,17418.6993021965,1988,TRUE,1,"20292","SVK","Ďumbierske Tatry","SVK",TRUE,"12991;20291;20292;20293;20296;20300;20303;20305;20306",TRUE,"",1.79709797390159e-05
3099,969268206.584175,962980498.517658,1997,TRUE,3,"20292","SVK","Ďumbierske Tatry","SVK",TRUE,"12991;20291;20292;20293;20296;20300;20303;20305;20306",TRUE,"",0.993512932722021
