"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note","percPA"
8170,123475142.79759,20248.1213521957,1977,FALSE,1,"19551","SYR;JOR;ISR","Levant Ranges (nn)","SYR",TRUE,"19551","",0.000163985405430047
8170,123475142.79759,8019790.99808908,2003,FALSE,1,"19551","SYR;JOR;ISR","Levant Ranges (nn)","SYR",TRUE,"19551","",0.0649506517375383
8170,123475142.79759,2471225.32008478,2010,FALSE,1,"19551","SYR;JOR;ISR","Levant Ranges (nn)","SYR",TRUE,"19551","",0.0200139498857337
20309,3379110.06942856,0,0,FALSE,0,"19551","SYR;JOR;ISR","Levant Ranges (nn)","JOR",NA,NA,"no pas overlapping kba",0
8313,111846375.343308,6466496.67601908,2004,FALSE,1,"19551","SYR;JOR;ISR","Levant Ranges (nn)","SYR",FALSE,"19551","",0.0578158805430252
8186,201087110.340969,19905634.0470928,2010,FALSE,1,"19551","SYR;JOR;ISR","Levant Ranges (nn)","JOR",FALSE,"19551","",0.0989901044047046
8189,111778851.21958,6774687.59194058,1987,FALSE,1,"19551","SYR;JOR;ISR","Levant Ranges (nn)","JOR",FALSE,"19551","",0.0606079550650624
8197,316840728.419316,210264150.109892,1985,FALSE,1,"19551","SYR;JOR;ISR","Levant Ranges (nn)","JOR",FALSE,"19551","",0.663627277840437
8196,173796980.365418,0,0,FALSE,0,"19551","SYR;JOR;ISR","Levant Ranges (nn)","JOR",NA,NA,"no pas overlapping kba",0
20315,215085224.287679,17678470.627844,2013,FALSE,1,"19551","SYR;JOR;ISR","Levant Ranges (nn)","JOR",FALSE,"19551","",0.0821928641839146
46657,9311784.30822897,0,0,FALSE,0,"19551","SYR;JOR;ISR","Levant Ranges (nn)","JOR",NA,NA,"no pas overlapping kba",0
46665,90848265.2081833,0,0,FALSE,0,"19551","SYR;JOR;ISR","Levant Ranges (nn)","JOR",NA,NA,"no pas overlapping kba",0
46664,461742971.34514,8487306.84036989,2004,FALSE,1,"19551","SYR;JOR;ISR","Levant Ranges (nn)","JOR",FALSE,"19551","",0.0183810201065862
46664,461742971.34514,22196155.1444279,2012,FALSE,1,"19551","SYR;JOR;ISR","Levant Ranges (nn)","JOR",FALSE,"19551","",0.0480703692787495
8191,45523579.7152121,8318339.0955887,2004,FALSE,1,"19551","SYR;JOR;ISR","Levant Ranges (nn)","JOR",FALSE,"19551","",0.182725944392485
8169,1405541.75473794,85.1232494264841,1968,FALSE,1,"19551","SYR;JOR;ISR","Levant Ranges (nn)","ISR",TRUE,"19551","",6.05625902891482e-05
8169,1405541.75473794,23705.3908961117,1976,FALSE,1,"19551","SYR;JOR;ISR","Levant Ranges (nn)","ISR",TRUE,"19551","",0.0168656610991479
8169,1405541.75473794,146998.835876745,2000,FALSE,1,"19551","SYR;JOR;ISR","Levant Ranges (nn)","ISR",TRUE,"19551","",0.10458517890431
8172,3898793.28058603,27731.1465116441,2007,FALSE,1,"19551","SYR;JOR;ISR","Levant Ranges (nn)","ISR",TRUE,"19551","",0.00711275118117467
