"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
24034,1077239920.30729,4416487.90460879,1972,TRUE,1,"20264","SVK","Laborec Highlands","SVK",TRUE,"20246;20252;20263;20264;20286",TRUE,"",0.00409981826829159
24034,1077239920.30729,14128.2537863776,1979,TRUE,1,"20264","SVK","Laborec Highlands","SVK",TRUE,"20246;20252;20263;20264;20286",TRUE,"",1.31152341461199e-05
24034,1077239920.30729,9544.77698975801,1980,TRUE,1,"20264","SVK","Laborec Highlands","SVK",TRUE,"20246;20252;20263;20264;20286",TRUE,"",8.86040037119618e-06
24034,1077239920.30729,1563413.71220824,1982,TRUE,2,"20264","SVK","Laborec Highlands","SVK",TRUE,"20246;20252;20263;20264;20286",TRUE,"",0.00145131431052265
24034,1077239920.30729,25569.4231488705,1986,TRUE,1,"20264","SVK","Laborec Highlands","SVK",TRUE,"20246;20252;20263;20264;20286",TRUE,"",2.37360523564488e-05
24034,1077239920.30729,943317.107832357,1988,TRUE,1,"20264","SVK","Laborec Highlands","SVK",TRUE,"20246;20252;20263;20264;20286",TRUE,"",0.00087567967919651
24034,1077239920.30729,130812.071681075,1993,TRUE,1,"20264","SVK","Laborec Highlands","SVK",TRUE,"20246;20252;20263;20264;20286",TRUE,"",0.000121432625374448
24034,1077239920.30729,1202170.38885105,1997,TRUE,1,"20264","SVK","Laborec Highlands","SVK",TRUE,"20246;20252;20263;20264;20286",TRUE,"",0.00111597274310826
24034,1077239920.30729,250333395.00516,2001,TRUE,1,"20264","SVK","Laborec Highlands","SVK",TRUE,"20246;20252;20263;20264;20286",TRUE,"",0.232384068104115
24034,1077239920.30729,759728137.47943,2004,TRUE,25,"20264","SVK","Laborec Highlands","SVK",TRUE,"20246;20252;20263;20264;20286",TRUE,"",0.705254347854762
24034,1077239920.30729,0.00840351730585098,2005,TRUE,1,"20264","SVK","Laborec Highlands","SVK",TRUE,"20246;20252;20263;20264;20286",TRUE,"",7.80097093269052e-12
24034,1077239920.30729,NA,2011,TRUE,2,"20264","SVK","Laborec Highlands","SVK",TRUE,"20246;20252;20263;20264;20286",TRUE,"",NA
24034,1077239920.30729,5488.28633421287,2012,TRUE,1,"20264","SVK","Laborec Highlands","SVK",TRUE,"20246;20252;20263;20264;20286",TRUE,"",5.09476694165523e-06
