"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","percPA"
6361,180112891.067972,7615338.43844387,1954,TRUE,1,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","GIN",0.0422809183356562
6366,69018423.2667758,1230324.79360414,1945,FALSE,1,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","GIN",0.0178260344900749
6369,82011028.6096281,82002838.3278975,1942,FALSE,1,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","GIN",0.999900131947258
6371,117692686.169013,100740081.599319,1944,FALSE,1,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","GIN",0.855958725036247
6621,811668706.505095,0,0,FALSE,0,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","MLI",0
6622,1775263582.95945,689765534.072591,2002,FALSE,2,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","MLI",0.388542603303291
6830,1349418372.55935,1073810412.49195,1995,FALSE,2,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","SLE",0.795757960857853
6831,26721741.7238514,0,0,FALSE,0,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","SLE",0
6855,8423872615.15892,8164475979.77562,1954,FALSE,1,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","SEN",0.969206961307023
6855,8423872615.15892,0.156383687630296,1981,FALSE,1,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","SEN",1.85643462068598e-11
6855,8423872615.15892,806.617385690988,1985,FALSE,1,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","SEN",9.57537492007494e-08
6855,8423872615.15892,19685424.2564793,2005,FALSE,1,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","SEN",0.00233686157849242
31590,119436972.670457,0,0,FALSE,0,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","SEN",0
6462,1550773832.40077,1550809990.91425,1983,FALSE,1,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","LBR",1.00002331643256
6091,750289172.214875,744260219.764948,1976,FALSE,1,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","CIV",0.991964494926496
6093,490186332.82078,93176524.1791235,1952,TRUE,1,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","CIV",0.190083888391866
6093,490186332.82078,120632036.413351,1995,TRUE,1,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","CIV",0.246094246894182
6093,490186332.82078,3527192.54122161,2005,TRUE,1,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","CIV",0.00719561584045878
6094,293303079.594009,268828120.638906,1968,FALSE,1,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","CIV",0.916554033496748
6362,14401596.9820569,0,0,FALSE,0,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","GIN",0
6370,49697827.6961264,49692183.1155307,1944,FALSE,1,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","GIN",0.99988642198548
6372,457442608.502993,283079718.561321,1992,FALSE,1,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","GIN",0.618831113017031
6373,106436927.306987,0,0,FALSE,0,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","GIN",0
6375,914813294.907613,914780637.380997,1952,TRUE,1,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","GIN",0.999964301429813
6377,592318486.946639,592293352.656024,1945,FALSE,1,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","GIN",0.99995756625672
6455,1679851157.13514,0,0,FALSE,0,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","LBR",0
6456,288683364.774027,241443.334386475,1952,TRUE,1,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","LBR",0.000836360399829308
6457,4378542819.41757,956473177.144618,2003,FALSE,1,"12275","GIN;MLI;SLE;SEN;LBR;CIV","Guinea Highlands","LBR",0.218445546062251
