"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note"
45032,NA,0,0,FALSE,0,0,18847,"PNG","New Hanover Island",NA,NA,NA,"no overlaps btwn PAs and range"
