"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note"
6474,NA,0,0,FALSE,0,0,"13015","LBY","Nafusa Mountains","SRB",NA,NA,"no PAs in this range"
