"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note","percPA"
19025,173972893.694654,85637.047011498,1961,FALSE,1,"20902","BGR;MKD;SRB","Vlasina Mountains (nn)","BGR",FALSE,"20902","",0.000492243620214781
19025,173972893.694654,173750059.861434,2007,FALSE,1,"20902","BGR;MKD;SRB","Vlasina Mountains (nn)","BGR",FALSE,"20902","",0.998719146250383
19030,3749863.91189429,3739626.43954336,2007,FALSE,1,"20902","BGR;MKD;SRB","Vlasina Mountains (nn)","BGR",TRUE,"20902","",0.997269908297617
19036,37958089.9195312,37747253.6505779,2007,FALSE,1,"20902","BGR;MKD;SRB","Vlasina Mountains (nn)","BGR",FALSE,"20902","",0.994445551148644
24475,266864571.041892,649732.729479835,1996,FALSE,1,"20902","BGR;MKD;SRB","Vlasina Mountains (nn)","MKD",TRUE,"20902","",0.00243469085065563
24475,266864571.041892,232323.869644273,2003,FALSE,1,"20902","BGR;MKD;SRB","Vlasina Mountains (nn)","MKD",TRUE,"20902","",0.000870568426289163
3127,138261085.877832,20393736.6986902,1996,FALSE,1,"20902","BGR;MKD;SRB","Vlasina Mountains (nn)","SRB",TRUE,"20902","",0.147501638434332
3128,269811212.91618,126017443.301768,2018,FALSE,1,"20902","BGR;MKD;SRB","Vlasina Mountains (nn)","SRB",FALSE,"20902","",0.46705784366685
3131,293473.219811785,0,0,FALSE,0,"20902","BGR;MKD;SRB","Vlasina Mountains (nn)","SRB",NA,NA,"no pas overlapping kba",0
