"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","percPA"
6826,95033085.7538233,0,0,FALSE,0,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","SHN",0
6827,14012767.8428748,14012767.8428748,1995,FALSE,1,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","SHN",1
20843,52200844.5669166,0,0,FALSE,0,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","FLK",0
20844,1302134.94849157,211575.009947777,1978,TRUE,1,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","FLK",0.162483166735422
20849,7175132.73606695,1376209.81396878,1966,FALSE,1,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","FLK",0.191802697537711
20850,35251731.3421913,339.909583337605,1965,TRUE,1,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","FLK",9.64235146461535e-06
20850,35251731.3421913,2954786.8030418,1966,TRUE,2,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","FLK",0.083819622201232
20850,35251731.3421913,6235547.31873257,1973,TRUE,7,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","FLK",0.176886271434547
20850,35251731.3421913,560.055288298987,1978,TRUE,2,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","FLK",1.58873129623759e-05
20851,39522691.2144091,0,0,FALSE,0,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","FLK",0
20858,439647.233169436,137293.357742488,1964,FALSE,1,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","FLK",0.312280727329352
20858,439647.233169436,31161.8968467116,2014,FALSE,1,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","FLK",0.0708793198175369
20860,22091179.4252663,4529879.17771098,1978,TRUE,1,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","FLK",0.205053749757246
20864,116858172.451494,0,0,FALSE,0,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","FLK",0
20865,122393746.511214,0,0,FALSE,0,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","FLK",0
20868,33653998.5952844,97625.7836928368,1965,FALSE,1,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","FLK",0.00290086728970494
20870,17615300.5666733,0,0,FALSE,0,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","FLK",0
20871,27154133.2326559,0,0,FALSE,0,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","FLK",0
20873,35241572.0118663,8619457.46915162,2001,FALSE,1,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","FLK",0.244582093734335
6823,53707.1819329653,53707.1685565896,2014,FALSE,1,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","SHN",0.999999750938791
44713,3366629.38236836,3366629.21527921,2014,FALSE,1,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","SHN",0.99999995036901
44712,4465302.95703243,4465312.10771605,2014,FALSE,2,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","SHN",1.00000204928618
44716,11354804.053992,0,0,FALSE,0,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","SHN",0
44719,25553230.152524,0,0,FALSE,0,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","SHN",0
44717,469630.912430709,0,0,FALSE,0,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","SHN",0
44715,6495743.3653847,0,0,FALSE,0,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","SHN",0
44720,2356872.0145146,0,0,FALSE,0,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","SHN",0
44718,946108.358945429,0,0,FALSE,0,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","SHN",0
19780,3496304723.39806,252.800600665861,2012,FALSE,1,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","SGS",7.23050822698784e-08
6828,3924265.46579167,0,0,FALSE,0,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","SHN",0
6044,48690890.3773289,0,0,FALSE,0,"14271","SHN;FLK;SGS;BVT","South Atlantic Islands","BVT",0
