"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note"
24057,245086192.88207,0,0,FALSE,0,0,14652,"TUR","Akdağlar",NA,NA,NA,"no overlaps btwn PAs and range"
24056,32089750.1804886,0,0,FALSE,0,0,14652,"TUR","Akdağlar",NA,NA,NA,"no overlaps btwn PAs and range"
9603,696098708.805362,0,0,FALSE,0,0,14652,"TUR","Akdağlar",NA,NA,NA,"no overlaps btwn PAs and range"
31607,180271164.760344,0,0,FALSE,0,0,14652,"TUR","Akdağlar",NA,NA,NA,"no overlaps btwn PAs and range"
24058,6993.14200201631,0,0,FALSE,0,0,14652,"TUR","Akdağlar",NA,NA,NA,"no overlaps btwn PAs and range"
