"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note","percPA"
27403,740002.649507225,33090.4269068441,1978,FALSE,1,"13149","NZL","Wick Mountains","NZL",TRUE,"13149","",0.0447166330132458
27403,740002.649507225,706912.196104759,1990,FALSE,1,"13149","NZL","Wick Mountains","NZL",TRUE,"13149","",0.955283331181989
