"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note","percPA"
8108,10104784.1789259,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","IRN",NA,NA,"no pas overlapping kba",0
8109,1662163.87076295,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","IRN",NA,NA,"no pas overlapping kba",0
8110,11945253.5937737,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","IRN",NA,NA,"no pas overlapping kba",0
8112,1909.52123787254,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","IRN",NA,NA,"no pas overlapping kba",0
8113,9115560.16795892,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","IRN",NA,NA,"no pas overlapping kba",0
8114,1770170.7877064,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","IRN",NA,NA,"no pas overlapping kba",0
8115,6285160.30448866,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","IRN",NA,NA,"no pas overlapping kba",0
24075,36670553.6146364,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","TUR",NA,NA,"no pas overlapping kba",0
24076,37388343.2005975,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","TUR",NA,NA,"no pas overlapping kba",0
24077,753347620.257386,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","TUR",NA,NA,"no pas overlapping kba",0
24090,383213689.732042,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","TUR",NA,NA,"no pas overlapping kba",0
9626,1048375522.63795,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","TUR",NA,NA,"no pas overlapping kba",0
9627,12400489.8047023,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","TUR",NA,NA,"no pas overlapping kba",0
28355,694767875.978803,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","TUR",NA,NA,"no pas overlapping kba",0
24089,943783863.99497,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","TUR",NA,NA,"no pas overlapping kba",0
24088,24437695.7995176,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","TUR",NA,NA,"no pas overlapping kba",0
8023,119461828.592412,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","IRQ",NA,NA,"no pas overlapping kba",0
8021,21614640.674439,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","IRQ",NA,NA,"no pas overlapping kba",0
32128,1146916568.0922,1146921781.35904,2003,FALSE,1,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","IRQ",TRUE,"19548","",1.00000454546302
32148,697228.504140228,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","IRQ",NA,NA,"no pas overlapping kba",0
32127,158466005.551087,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","IRQ",NA,NA,"no pas overlapping kba",0
32143,9236794.42413297,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","IRQ",NA,NA,"no pas overlapping kba",0
32136,74625396.1275389,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","IRQ",NA,NA,"no pas overlapping kba",0
32124,151240001.240415,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","IRQ",NA,NA,"no pas overlapping kba",0
32144,4177287.93755278,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","IRQ",NA,NA,"no pas overlapping kba",0
32160,40374771.7620331,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","IRQ",NA,NA,"no pas overlapping kba",0
32159,12712388.5904276,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","IRQ",NA,NA,"no pas overlapping kba",0
32131,84983589.854197,0,0,FALSE,0,"19548","IRN;TUR;IRQ","Northern Zagros (nn)","IRQ",NA,NA,"no pas overlapping kba",0
