"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
1846,2496753536.48662,2079710706.12647,1986,FALSE,1,"12812","ESP","Sierra de Segura","ESP",TRUE,"12807;12811;12812;15100;15101;15102;15103;15104;15105;15107;19912",TRUE,"",0.832965959889256
1846,2496753536.48662,2426489.28775516,1987,FALSE,1,"12812","ESP","Sierra de Segura","ESP",TRUE,"12807;12811;12812;15100;15101;15102;15103;15104;15105;15107;19912",TRUE,"",0.000971857755399304
1846,2496753536.48662,322754070.151618,1989,FALSE,2,"12812","ESP","Sierra de Segura","ESP",TRUE,"12807;12811;12812;15100;15101;15102;15103;15104;15105;15107;19912",TRUE,"",0.129269495540914
1846,2496753536.48662,341785.341407153,1992,FALSE,2,"12812","ESP","Sierra de Segura","ESP",TRUE,"12807;12811;12812;15100;15101;15102;15103;15104;15105;15107;19912",TRUE,"",0.000136891902389415
1846,2496753536.48662,1.03527810628254,2002,FALSE,1,"12812","ESP","Sierra de Segura","ESP",TRUE,"12807;12811;12812;15100;15101;15102;15103;15104;15105;15107;19912",TRUE,"",4.14649700562502e-10
1846,2496753536.48662,2711406.78407172,2005,FALSE,3,"12812","ESP","Sierra de Segura","ESP",TRUE,"12807;12811;12812;15100;15101;15102;15103;15104;15105;15107;19912",TRUE,"",0.00108597294224209
1846,2496753536.48662,39019027.4584268,2006,FALSE,6,"12812","ESP","Sierra de Segura","ESP",TRUE,"12807;12811;12812;15100;15101;15102;15103;15104;15105;15107;19912",TRUE,"",0.0156279051529185
