"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note"
767,NA,0,0,FALSE,0,0,14651,"TUR","Karakuş Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
799,NA,0,0,FALSE,0,0,14651,"TUR","Karakuş Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
9605,NA,0,0,FALSE,0,0,14651,"TUR","Karakuş Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
31612,NA,0,0,FALSE,0,0,14651,"TUR","Karakuş Mountains",NA,NA,NA,"no overlaps btwn PAs and range"
