"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","percPA"
722,838654905.939012,28529540.3514231,1943,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.0340182119598759
722,838654905.939012,2168610.77247405,1948,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.00258582017122518
722,838654905.939012,9136878.73452596,1970,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.0108946822701713
722,838654905.939012,14547382.9386908,1978,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.017346089357699
722,838654905.939012,39056309.3549981,1985,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.0465701793174013
722,838654905.939012,142656.790633291,1991,TRUE,3,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.000170101897244092
722,838654905.939012,476367.917561471,1993,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.000568014226337947
722,838654905.939012,20882784.7201225,1994,TRUE,6,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.0249003309612084
722,838654905.939012,461.504882987821,1996,TRUE,3,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",5.50291758528606e-07
722,838654905.939012,9438250.69233754,1997,TRUE,5,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.0112540338409752
722,838654905.939012,1118597.53787239,1998,TRUE,2,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.00133379955205763
722,838654905.939012,817139.894596002,1999,TRUE,3,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.000974345811142761
722,838654905.939012,9850.01851946115,2000,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",1.17450198522746e-05
722,838654905.939012,12857140.909775,2001,TRUE,5,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.0153306691688393
722,838654905.939012,21998476.1393377,2002,TRUE,6,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.0262306652993424
722,838654905.939012,NA,2003,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",NA
722,838654905.939012,41161664.22342,2004,TRUE,7,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.0490805740620246
722,838654905.939012,6003106.67030534,2005,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.00715801771121087
722,838654905.939012,102304.671375254,2006,TRUE,4,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.000121986612909283
722,838654905.939012,445491.213238555,2007,TRUE,5,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.000531197289950572
722,838654905.939012,15319.4844503042,2008,TRUE,6,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",1.82667320513096e-05
722,838654905.939012,15686.7369897217,2009,TRUE,3,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",1.87046386763311e-05
722,838654905.939012,0.000380545854568481,2010,TRUE,4,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",4.53757382057401e-13
722,838654905.939012,217176.389616137,2011,TRUE,3,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.000258957991038009
722,838654905.939012,NA,2012,TRUE,2,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",NA
722,838654905.939012,6472.12047971785,2013,TRUE,2,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",7.71726300518239e-06
722,838654905.939012,5914083.96309214,2014,TRUE,5,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.00705186832058217
722,838654905.939012,9518734.27945418,2015,TRUE,9,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.0113500013081023
722,838654905.939012,0.000282733424683101,2016,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",3.37127253034471e-13
722,838654905.939012,94615.520983365,2017,TRUE,5,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.000112818181010254
722,838654905.939012,33756.4079850127,2018,TRUE,5,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",4.02506534522885e-05
722,838654905.939012,11439.0033992976,2019,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",1.36397024786849e-05
724,366076087.188698,34236978.7025333,1968,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.0935242150490028
724,366076087.188698,16400463.9066781,1981,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.0448006971245416
724,366076087.188698,68788.0691272318,1985,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.000187906480468292
724,366076087.188698,11141.1866131276,1994,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",3.04340736885792e-05
724,366076087.188698,1647.58293617703,1997,TRUE,3,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",4.50065708697265e-06
724,366076087.188698,656544.095914143,1999,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.00179346348721139
724,366076087.188698,14717311.4720608,2001,TRUE,2,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.0402028758149246
724,366076087.188698,3247.56382469287,2002,TRUE,2,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",8.8712809668414e-06
724,366076087.188698,288202.641361758,2004,TRUE,2,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.000787275245359582
724,366076087.188698,12692672.0108842,2005,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.0346722237673548
724,366076087.188698,NA,2006,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",NA
724,366076087.188698,238752.215875834,2007,TRUE,2,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.000652192875282691
724,366076087.188698,17677197.2077674,2008,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.0482883144417338
724,366076087.188698,2839894.64146403,2011,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.00775766224795824
724,366076087.188698,2497.52566442446,2013,TRUE,3,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",6.82242231008407e-06
724,366076087.188698,10357745.1269998,2014,TRUE,7,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.028293968083364
724,366076087.188698,4980124.62986606,2015,TRUE,2,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.0136040697662369
724,366076087.188698,NA,2016,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",NA
724,366076087.188698,2758.28923913351,2017,TRUE,3,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",7.53474301016477e-06
724,366076087.188698,409197.63779013,2018,TRUE,3,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.00111779395625807
725,224259755.34612,2863.38117879629,1938,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",1.27681454676386e-05
725,224259755.34612,969840.059078525,1975,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.00432462818654951
725,224259755.34612,313246.991988361,1981,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.00139680430626039
725,224259755.34612,821959.33632521,1991,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.00366521106320039
725,224259755.34612,338794.674253821,1993,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.00151072435502719
725,224259755.34612,134720.095652357,1996,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.000600732375920198
725,224259755.34612,283484.671645522,1999,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.00126409070235538
725,224259755.34612,204189.501263988,2000,TRUE,2,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.000910504432455323
725,224259755.34612,17912766.0179157,2001,TRUE,2,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.0798750805300279
725,224259755.34612,79435.7161301374,2003,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.000354212979531425
725,224259755.34612,25583454.0811535,2004,TRUE,6,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.114079559400519
725,224259755.34612,18314086.2596126,2005,TRUE,2,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.0816646135698619
725,224259755.34612,23605751.8961034,2006,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.105260758265212
725,224259755.34612,25962.7633419625,2007,TRUE,3,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.000115770942949135
725,224259755.34612,NA,2008,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",NA
725,224259755.34612,3152205.66784478,2009,TRUE,3,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.0140560470289451
725,224259755.34612,0.00215406902134418,2010,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",9.60524110988895e-12
725,224259755.34612,2840.16870725155,2013,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",1.2664638391619e-05
725,224259755.34612,NA,2014,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",NA
725,224259755.34612,5243349.94965989,2015,TRUE,2,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.0233806994998607
725,224259755.34612,NA,2016,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",NA
725,224259755.34612,NA,2018,TRUE,2,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",NA
726,149141364.520266,999318.041538201,1967,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.00670047538288686
726,149141364.520266,9910.97975215316,1968,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",6.64535944406381e-05
726,149141364.520266,24223.8184855729,1997,TRUE,2,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.000162421864406915
726,149141364.520266,44808688.4886083,2004,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.300444404761493
726,149141364.520266,94.572383262217,2005,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",6.34112364241953e-07
726,149141364.520266,30018001.2344511,2007,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.201272137552235
726,149141364.520266,NA,2008,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",NA
726,149141364.520266,1459713.76759556,2010,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.00978745080072808
726,149141364.520266,625.750864525326,2013,TRUE,3,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",4.19568954956352e-06
726,149141364.520266,9.62184128304943,2014,TRUE,4,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",6.45149071419549e-08
726,149141364.520266,NA,2015,TRUE,2,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",NA
726,149141364.520266,0.000376701354980469,2018,TRUE,3,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",2.52580064687071e-12
730,416382329.095681,718672.210108239,1941,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.00172599113816642
730,416382329.095681,7720133.97951584,1943,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.0185409741001324
730,416382329.095681,NA,1953,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",NA
730,416382329.095681,800142.15862802,1977,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.00192165253594169
730,416382329.095681,11293934.0599661,1981,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.0271239514042173
730,416382329.095681,79624.6538461,1987,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.000191229666299799
730,416382329.095681,86086.443631959,1989,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.000206748552031316
730,416382329.095681,180587.268452435,1991,TRUE,6,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",0.000433705409268071
730,416382329.095681,27793.267014347,1992,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",6.67493912979203e-05
730,416382329.095681,14819.7831948325,1993,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",3.55917678519615e-05
730,416382329.095681,879.850432574749,1994,TRUE,1,"15490","BEL;AUT;CHE;DEU;LUX;FRA;NLD","Central Uplands","BEL",2.11308302752821e-06
