"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note"
14602,158619526.164981,0,0,FALSE,0,0,11245,"ECU","Cordillera Cutucu Occidental",NA,NA,NA,"no overlaps btwn PAs and range"
14554,1506605427.29008,0,0,FALSE,0,0,11245,"ECU","Cordillera Cutucu Occidental",NA,NA,NA,"no overlaps btwn PAs and range"
