"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","percPA"
19921,6630117.79580431,103928.881267526,2010,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MAF",0.0156752691985797
19921,6630117.79580431,1929.72060375643,2012,FALSE,2,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MAF",0.000291053743415781
19922,2063520.09611549,0,0,FALSE,0,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MAF",0
19923,209835.414290477,183574.720213123,2006,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MAF",0.874850991353628
19923,209835.414290477,1624.21436540748,2007,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MAF",0.00774042060964535
19923,209835.414290477,236.436691010459,2012,FALSE,2,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MAF",0.00112677210284036
19924,4702811.46574979,15303.1643863656,1996,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","BES",0.00325404590377848
19924,4702811.46574979,2119234.622039,1997,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","BES",0.450631422814464
19925,6047036.28595856,4523428.9309224,1987,FALSE,2,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","VCT",0.748040646196546
19942,780687.635160804,0,0,FALSE,0,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","ATG",0
19943,7298361.0202139,5780161.87753189,2005,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","ATG",0.791980810694739
20351,138399.647405901,0,0,FALSE,0,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","BRB",0
20502,9633029.0293809,9487494.8780649,1976,FALSE,2,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",0.984892171416476
20503,87179206.9592722,61744.3219587356,1976,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",0.000708245969564519
20503,87179206.9592722,17371.5072284564,1999,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",0.000199262046930204
20503,87179206.9592722,8621.60962153971,2004,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",9.88952517722202e-05
20503,87179206.9592722,87041035.5364535,2010,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",0.998415087408593
20504,72948085.189897,1305696.04845702,1976,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",0.0178989763070279
20504,72948085.189897,4589.96930387337,2002,FALSE,4,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",6.29210388720259e-05
20504,72948085.189897,1014.12851508218,2003,FALSE,2,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",1.39020580518628e-05
20504,72948085.189897,1392.40097543702,2004,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",1.9087560308298e-05
20504,72948085.189897,19855.8236793765,2005,FALSE,2,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",0.000272191156597026
20504,72948085.189897,71603072.0982763,2010,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",0.981562050763644
20506,41301841.7109606,65304.852915924,1976,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",0.00158116079599892
20506,41301841.7109606,256845.065052997,1994,FALSE,2,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",0.00621873152414014
20506,41301841.7109606,2371.04013693985,2005,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",5.7407612801698e-05
20506,41301841.7109606,40977205.0055398,2010,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",0.992139897593605
20507,124223148.593133,122851724.074531,1976,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",0.988959992286995
20510,5110.88489010325,0,0,FALSE,0,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","BRB",0
20511,1361416.14871651,0,0,FALSE,0,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","BRB",0
20514,1184.02539864648,0,0,FALSE,0,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","BRB",0
20666,524056492.938828,523711556.449471,1990,TRUE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","TTO",0.999341795218636
20667,61253636.9511281,20698527.6257417,1984,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","TTO",0.337915079920173
20670,47687953.6296461,0,0,FALSE,0,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","TTO",0
20672,39825194.1440033,15304381.943155,1928,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","TTO",0.384288947539492
20674,10008952.1146565,17084.7965337336,1928,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","TTO",0.00170695157075591
20688,99571.3500281405,0,0,FALSE,0,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","BRB",0
20736,5028848.6410675,126691.20194276,2010,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","VIR",0.0251928842932658
20736,5028848.6410675,NA,2013,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","VIR",NA
20739,11520566.7608152,127801.189803749,1964,TRUE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","PRI",0.0110933075131719
20739,11520566.7608152,222113.361975473,1998,TRUE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","PRI",0.0192797252589123
20739,11520566.7608152,1662287.47379266,1999,TRUE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","PRI",0.144288688942509
20739,11520566.7608152,2359167.10138594,2003,TRUE,2,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","PRI",0.204778736182508
20748,198140.817358449,0,0,FALSE,0,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","ATG",0
20749,1168436.78310224,0,0,FALSE,0,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","ATG",0
20750,6690519.29210836,0,0,FALSE,0,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","ATG",0
20751,90217648.3460122,64072401.5426427,2005,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","ATG",0.710198090033399
20751,90217648.3460122,NA,2008,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","ATG",NA
20758,15984122.6772285,253862.985672149,1976,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",0.0158821970275423
20758,15984122.6772285,1062912.41389921,1995,FALSE,2,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",0.0664980140207176
20758,15984122.6772285,14662413.0875647,2010,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",0.917311095744608
20759,1569625.69055176,451.63950608857,1976,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",0.000287737075665351
20759,1569625.69055176,1122445.83292392,1982,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",0.715104142140638
20759,1569625.69055176,89050.8733971012,2010,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",0.0567338276463848
20759,1569625.69055176,593.542759645264,2017,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",0.000378142867575403
20767,33603408.5244586,18849269.9082797,1976,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",0.560933272425625
20767,33603408.5244586,196101.702583508,2004,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",0.00583576819121706
20767,33603408.5244586,13768536.7914156,2010,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",0.409736315332237
20767,33603408.5244586,8564.16408829407,2017,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",0.000254859981899174
20768,66176943.7505481,65991392.3669165,1976,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",0.997196132472799
20769,92613611.0426432,89153578.1549506,1976,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",0.962640125476811
20769,92613611.0426432,7503.35725321627,1984,FALSE,2,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",8.10178673387587e-05
20769,92613611.0426432,NA,2007,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",NA
20769,92613611.0426432,3437374.53519798,2010,FALSE,2,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","MTQ",0.0371152198526766
20774,18518645.6617013,17825749.3671137,2001,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","CUB",0.962583856981476
20774,18518645.6617013,627879.818973476,2010,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","CUB",0.0339052774400239
20874,11834446.8531844,131602.453147581,2008,TRUE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","VIR",0.0111202876467496
20875,1878289.15649259,158891.924415171,1989,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","ATG",0.0845939635364114
20875,1878289.15649259,1627700.03572243,2018,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","ATG",0.866586505116128
20877,953254.733262956,0,0,FALSE,0,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","ATG",0
20878,1859508.39104873,0,0,FALSE,0,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","ATG",0
20905,5712304.91533872,0,0,FALSE,0,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","DMA",0
20911,2550790.58965796,0,0,FALSE,0,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","DMA",0
20917,2693643.73970246,0,0,FALSE,0,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","VIR",0
20918,2257191.78410868,2052399.23460287,1994,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","VIR",0.909271090322224
20918,2257191.78410868,NA,2003,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","VIR",NA
20918,2257191.78410868,2486.25986100591,2011,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","VIR",0.00110148365704232
20919,5723447.75422763,287706.811227351,1991,TRUE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","VIR",0.0502680942644818
20919,5723447.75422763,310546.618605614,2003,TRUE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","VIR",0.0542586622506038
21877,46600819.5923847,4330211.29073496,1974,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","JAM",0.092921354787558
21877,46600819.5923847,7643.87214240432,2009,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","JAM",0.000164028706131457
21892,93990300.2004018,70425652.6786942,1950,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","JAM",0.749286389430993
21892,93990300.2004018,23564647.5866317,1999,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","JAM",0.25071361125976
21919,2474245.36663431,393932.277708054,1970,TRUE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","VIR",0.159213101101576
21919,2474245.36663431,51938.833870329,2001,TRUE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","VIR",0.0209917878682262
21919,2474245.36663431,1528150.53391475,2003,TRUE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","VIR",0.617622873835458
21950,641723.923784882,4.80464883614331,2003,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","VIR",7.48709633233796e-06
21950,641723.923784882,544054.038147278,2008,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","VIR",0.847800772236217
21971,135549839.734589,23109038.9669683,1978,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","CUW",0.170483705567019
21971,135549839.734589,4344590.08092177,2007,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","CUW",0.0320516061799011
21971,135549839.734589,17433093.3449834,2013,FALSE,2,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","CUW",0.128610209935459
21971,135549839.734589,161506.776256606,2014,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","CUW",0.00119149367179512
21993,2975872.40603566,2975872.40603566,2016,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","KNA",1
21996,3712621.08611548,5642.57919940352,1992,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","BLM",0.00151983708235288
21996,3712621.08611548,1707482.24928753,1996,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","BLM",0.459912878174721
21996,3712621.08611548,223960.960393045,1998,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","BLM",0.0603242170957381
21996,3712621.08611548,1682910.41918242,2010,FALSE,1,"12497","JAM;PRI;MSR;VGB;CUB;DOM;BES;GRD;VIR;KNA;SXM;MAF;VCT;ATG;BRB;MTQ;TTO;DMA;CUW;BLM;GLP;HTI;LCA","Caribbean Islands","BLM",0.453294419265191
