"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note"
23749,NA,0,0,FALSE,0,0,"21065","PYF","Fatu Hiva","USA",NA,NA,NA,"no PAs in this range"
