"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note","percPA"
22520,451830372.348118,111356526.782649,1982,FALSE,1,"19934","BRA","Serra de Bragança Paulista","BRA",TRUE,"19934","",0.246456488092954
22520,451830372.348118,1342050.5008319,1985,FALSE,1,"19934","BRA","Serra de Bragança Paulista","BRA",TRUE,"19934","",0.0029702529598827
22520,451830372.348118,25991340.3984467,1991,FALSE,1,"19934","BRA","Serra de Bragança Paulista","BRA",TRUE,"19934","",0.0575245534366631
22520,451830372.348118,304811782.387707,1997,FALSE,1,"19934","BRA","Serra de Bragança Paulista","BRA",TRUE,"19934","",0.674615521757933
