"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note"
26212,817485.532148577,0,0,FALSE,0,0,17677,"USA","Far Southern Sawatch",NA,NA,NA,"no overlaps btwn PAs and range"
