"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","percPA"
744,1411048675.28433,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
745,146879406.396921,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
746,304839516.484691,204811487.7523,1998,FALSE,1,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0.671866594312044
776,113449030.888863,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
777,379782992.542364,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
781,48129247.0292364,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
808,376495138.007876,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
809,2596162.87086391,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
812,70995971.3514528,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
816,25864784.8492279,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
817,201436853.036926,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
826,20236192.5252934,85.3939215540886,2011,FALSE,1,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",4.21986109528036e-06
3136,38697704.9800082,25967485.079486,1993,FALSE,1,"11562","TUR;ARM;GEO","Pontic Mountains","ARM",0.671034240736011
3136,38697704.9800082,4472909.90064122,2009,FALSE,1,"11562","TUR;ARM;GEO","Pontic Mountains","ARM",0.115585921773707
9607,14941632.5055945,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
9608,333182694.1278,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
9614,6292481.20555973,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
18579,53242431.580923,7275980.74345326,2011,FALSE,1,"11562","TUR;ARM;GEO","Pontic Mountains","GEO",0.13665755915739
19751,77955407.974175,5952172.57615665,1993,FALSE,1,"11562","TUR;ARM;GEO","Pontic Mountains","ARM",0.0763535555881957
19751,77955407.974175,932021.311651563,2009,FALSE,1,"11562","TUR;ARM;GEO","Pontic Mountains","ARM",0.0119558262328679
24049,1303386906.31633,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
24050,92289109.2158279,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
24051,1767263161.25676,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
24290,173839475.268726,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
24291,1299526527.06245,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
741,553166684.928691,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
28331,800291760.91537,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
9593,94540006.8030109,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
28385,28508717.1636836,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
827,208336019.898347,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
24293,1960930792.64471,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
46761,1898685473.30872,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
819,11982835922.7184,4000631.40266684,2012,FALSE,1,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0.000333863488448672
25049,143977255.489173,2425586.43041599,2011,FALSE,1,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0.016847011162804
18583,3974785.75527692,918450.051971078,2011,FALSE,1,"11562","TUR;ARM;GEO","Pontic Mountains","GEO",0.231069071018921
46678,838501213.144939,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","GEO",0
18577,35156220.5084407,31702048.1876751,2011,FALSE,1,"11562","TUR;ARM;GEO","Pontic Mountains","GEO",0.901747904899608
818,11843116.0773487,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
825,241209542.373792,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
9629,697842258.805287,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
9631,29447977.3376794,0,0,FALSE,0,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",0
24294,14052401646.9205,158259.40823062,2012,FALSE,1,"11562","TUR;ARM;GEO","Pontic Mountains","TUR",1.12620897272248e-05
