"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
44611,183309866.549012,15171466.0188197,1953,FALSE,1,"13662","NZL","Hall Range","NZL",TRUE,"11579;12023;13662;13668;13680;15220",TRUE,"",0.0827640448626
44611,183309866.549012,12175908.823777,1957,FALSE,1,"13662","NZL","Hall Range","NZL",TRUE,"11579;12023;13662;13668;13680;15220",TRUE,"",0.0664225502587527
44611,183309866.549012,NA,1986,FALSE,1,"13662","NZL","Hall Range","NZL",TRUE,"11579;12023;13662;13668;13680;15220",TRUE,"",NA
44611,183309866.549012,1280222.25161197,1987,FALSE,4,"13662","NZL","Hall Range","NZL",TRUE,"11579;12023;13662;13668;13680;15220",TRUE,"",0.00698392441014444
44611,183309866.549012,625100.872659676,1988,FALSE,2,"13662","NZL","Hall Range","NZL",TRUE,"11579;12023;13662;13668;13680;15220",TRUE,"",0.00341007761572146
44611,183309866.549012,35827.0707028457,1990,FALSE,1,"13662","NZL","Hall Range","NZL",TRUE,"11579;12023;13662;13668;13680;15220",TRUE,"",0.00019544540278887
44611,183309866.549012,66874.7221758161,1999,FALSE,1,"13662","NZL","Hall Range","NZL",TRUE,"11579;12023;13662;13668;13680;15220",TRUE,"",0.000364817908794535
44611,183309866.549012,9235363.81536367,2002,FALSE,1,"13662","NZL","Hall Range","NZL",TRUE,"11579;12023;13662;13668;13680;15220",TRUE,"",0.0503811605410469
44611,183309866.549012,1126434.21101553,2003,FALSE,1,"13662","NZL","Hall Range","NZL",TRUE,"11579;12023;13662;13668;13680;15220",TRUE,"",0.00614497316604806
44611,183309866.549012,2026457.81890187,2009,FALSE,1,"13662","NZL","Hall Range","NZL",TRUE,"11579;12023;13662;13668;13680;15220",TRUE,"",0.0110548213091413
44611,183309866.549012,7417230.50675022,2016,FALSE,2,"13662","NZL","Hall Range","NZL",TRUE,"11579;12023;13662;13668;13680;15220",TRUE,"",0.0404628002103042
