"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note","percPA"
6034,184065530.164017,142662.846021484,1933,FALSE,1,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","BDI",TRUE,"20348","",0.000775065520928117
6034,184065530.164017,171482096.651544,1934,FALSE,1,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","BDI",TRUE,"20348","",0.931636121650476
6773,102914489.864027,58117048.8472204,2005,FALSE,1,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","RWA",FALSE,"20348","",0.564712014061441
6776,960294.049820408,0,0,FALSE,0,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","RWA",NA,NA,"no pas overlapping kba",0
6778,4117806.07512484,3037736.92087741,1933,FALSE,1,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","RWA",FALSE,"20348","",0.737707620382614
7042,35800030.8332834,28158881.9850431,1939,FALSE,1,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","UGA",FALSE,"20348","",0.786560271866127
7043,50651776.9363037,0,0,FALSE,0,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","UGA",NA,NA,"no pas overlapping kba",0
7044,319332061.958845,2555621.51752319,1946,FALSE,1,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","UGA",FALSE,"20348","",0.00800302200113106
7044,319332061.958845,296761431.435134,1991,FALSE,1,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","UGA",FALSE,"20348","",0.929319247227294
7044,319332061.958845,1542.70872640703,1994,FALSE,1,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","UGA",FALSE,"20348","",4.83104864868172e-06
7047,1015853.82745089,702604.915648744,1932,FALSE,1,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","UGA",TRUE,"20348","",0.69163977795094
7047,1015853.82745089,247220.751988027,1952,FALSE,1,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","UGA",TRUE,"20348","",0.243362524516332
20421,41167988.0021829,14979939.4189091,1933,FALSE,1,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","RWA",FALSE,"20348","",0.363873488743603
28605,158889499.498937,156695739.200605,1946,FALSE,1,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","COD",FALSE,"20348","",0.986193170063155
28608,270939168.494841,14398462.2793513,1933,FALSE,1,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","RWA",FALSE,"20348","",0.0531427861070795
28626,37841172.6529064,37840345.5324316,1932,FALSE,1,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","UGA",FALSE,"20348","",0.999978142313867
46984,50299365.5407776,0,0,FALSE,0,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","RWA",NA,NA,"no pas overlapping kba",0
46985,230962341.634903,1173168.88600336,1933,FALSE,1,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","RWA",FALSE,"20348","",0.00507948125958067
46982,372112554.421827,0,0,FALSE,0,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","RWA",NA,NA,"no pas overlapping kba",0
6779,721137446.817088,708013755.228518,1933,FALSE,1,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","RWA",FALSE,"20348","",0.981801400486836
29694,745679266.21266,2464219.05230396,1939,FALSE,1,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","UGA",TRUE,"20348","",0.00330466349804768
29694,745679266.21266,2247643.48900588,1946,FALSE,1,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","UGA",TRUE,"20348","",0.00301422285806841
29694,745679266.21266,1668822.36618883,1948,FALSE,1,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","UGA",TRUE,"20348","",0.00223798949736776
29694,745679266.21266,14072458.2853129,1991,FALSE,1,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","UGA",TRUE,"20348","",0.0188719988914103
29694,745679266.21266,NA,1994,FALSE,1,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","UGA",TRUE,"20348","",NA
29659,4882358.67683037,0,0,FALSE,0,"20348","BDI;RWA;UGA;COD","Central Plateau (Rwanda)","RWA",NA,NA,"no pas overlapping kba",0
