"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note","percPA"
8005,10749485.2692069,0,0,FALSE,0,"19538","AFG;IRN;TKM","Kopet Dagh (nn)","AFG",NA,NA,"no pas overlapping kba",0
8101,162492733.026439,227496.376173802,1976,FALSE,1,"19538","AFG;IRN;TKM","Kopet Dagh (nn)","IRN",FALSE,"19538","",0.00140004030910592
8101,162492733.026439,162261687.89173,1982,FALSE,1,"19538","AFG;IRN;TKM","Kopet Dagh (nn)","IRN",FALSE,"19538","",0.998578120200173
8102,433953137.549842,433734424.33032,1982,FALSE,2,"19538","AFG;IRN;TKM","Kopet Dagh (nn)","IRN",FALSE,"19538","",0.999495998068462
20721,1354614945.99427,297032550.636698,1978,FALSE,1,"19538","AFG;IRN;TKM","Kopet Dagh (nn)","TKM",FALSE,"19538","",0.219274526325767
20722,129501274.357938,0,0,FALSE,0,"19538","AFG;IRN;TKM","Kopet Dagh (nn)","TKM",NA,NA,"no pas overlapping kba",0
20723,110937343.462967,35499510.4761121,1976,FALSE,1,"19538","AFG;IRN;TKM","Kopet Dagh (nn)","TKM",FALSE,"19538","",0.319996038916891
20724,371803905.394274,156347743.260166,1976,FALSE,1,"19538","AFG;IRN;TKM","Kopet Dagh (nn)","TKM",FALSE,"19538","",0.420511299079468
20724,371803905.394274,17425.5980378501,1982,FALSE,1,"19538","AFG;IRN;TKM","Kopet Dagh (nn)","TKM",FALSE,"19538","",4.68677111375992e-05
22111,10628855.2172641,5818743.22973307,1976,FALSE,1,"19538","AFG;IRN;TKM","Kopet Dagh (nn)","TKM",FALSE,"19538","",0.547447783490536
22112,339066539.232203,108013195.878894,1941,FALSE,1,"19538","AFG;IRN;TKM","Kopet Dagh (nn)","TKM",FALSE,"19538","",0.3185604693506
22112,339066539.232203,8663430.07104263,1956,FALSE,1,"19538","AFG;IRN;TKM","Kopet Dagh (nn)","TKM",FALSE,"19538","",0.0255508257779151
