"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","percPA"
6016,492166935.583877,0,0,FALSE,0,"19261","AGO;COD;CAF;COG;CMR;GAB;GNQ","Lower Guinea Swell","AGO",0
6057,640196524.075618,308752689.90854,1976,FALSE,1,"19261","AGO;COD;CAF;COG;CMR;GAB;GNQ","Lower Guinea Swell","COD",0.482277985426973
6058,3351826779.96467,2168995314.49411,1968,FALSE,1,"19261","AGO;COD;CAF;COG;CMR;GAB;GNQ","Lower Guinea Swell","COD",0.647108414867721
6083,4576016322.79365,4338016360.46715,1990,FALSE,2,"19261","AGO;COD;CAF;COG;CMR;GAB;GNQ","Lower Guinea Swell","CAF",0.947989704245372
6083,4576016322.79365,57881.4355681858,1993,FALSE,1,"19261","AGO;COD;CAF;COG;CMR;GAB;GNQ","Lower Guinea Swell","CAF",1.26488699963486e-05
6083,4576016322.79365,206.771035195794,2007,FALSE,1,"19261","AGO;COD;CAF;COG;CMR;GAB;GNQ","Lower Guinea Swell","CAF",4.51858167913091e-08
6083,4576016322.79365,89.4755795198245,2012,FALSE,1,"19261","AGO;COD;CAF;COG;CMR;GAB;GNQ","Lower Guinea Swell","CAF",1.95531600431879e-08
6085,13556896681.3725,13257659687.1666,2005,FALSE,1,"19261","AGO;COD;CAF;COG;CMR;GAB;GNQ","Lower Guinea Swell","COG",0.977927323543224
6086,4769873183.83533,3004432703.46675,1951,FALSE,1,"19261","AGO;COD;CAF;COG;CMR;GAB;GNQ","Lower Guinea Swell","COG",0.629876851579304
6086,4769873183.83533,86964101.5169089,1963,FALSE,1,"19261","AGO;COD;CAF;COG;CMR;GAB;GNQ","Lower Guinea Swell","COG",0.0182319525415523
6086,4769873183.83533,1254601950.44113,2009,FALSE,1,"19261","AGO;COD;CAF;COG;CMR;GAB;GNQ","Lower Guinea Swell","COG",0.263026269690536
6087,1394841394.69028,0,0,FALSE,0,"19261","AGO;COD;CAF;COG;CMR;GAB;GNQ","Lower Guinea Swell","COG",0
6088,1806485361.41206,89517059.429264,1999,FALSE,2,"19261","AGO;COD;CAF;COG;CMR;GAB;GNQ","Lower Guinea Swell","COG",0.0495531607072043
6088,1806485361.41206,477311637.656571,2017,FALSE,1,"19261","AGO;COD;CAF;COG;CMR;GAB;GNQ","Lower Guinea Swell","COG",0.26422114889626
6089,3134198440.44223,3114357409.98061,1999,FALSE,1,"19261","AGO;COD;CAF;COG;CMR;GAB;GNQ","Lower Guinea Swell","COG",0.993669504073003
6131,505630620.942646,0,0,FALSE,0,"19261","AGO;COD;CAF;COG;CMR;GAB;GNQ","Lower Guinea Swell","CMR",0
6133,2487459662.05897,2325592583.93242,2005,FALSE,2,"19261","AGO;COD;CAF;COG;CMR;GAB;GNQ","Lower Guinea Swell","CMR",0.93492675254377
6134,2604428732.36663,2320189540.13813,2000,FALSE,2,"19261","AGO;COD;CAF;COG;CMR;GAB;GNQ","Lower Guinea Swell","CMR",0.890863132979566
6134,2604428732.36663,2485.92663230412,2003,FALSE,1,"19261","AGO;COD;CAF;COG;CMR;GAB;GNQ","Lower Guinea Swell","CMR",9.54499772410809e-07
