"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
462,101954794.823728,616143.751986066,1994,FALSE,3,"20188","ROU","Almăj Mountains","ROU",TRUE,"20059;20060;20061;20183;20188;20190",TRUE,"",0.00604330333900754
462,101954794.823728,95030995.7017632,2000,FALSE,2,"20188","ROU","Almăj Mountains","ROU",TRUE,"20059;20060;20061;20183;20188;20190",TRUE,"",0.932089519341039
462,101954794.823728,2.41390911533776,2007,FALSE,2,"20188","ROU","Almăj Mountains","ROU",TRUE,"20059;20060;20061;20183;20188;20190",TRUE,"",2.36762686787925e-08
462,101954794.823728,1323902.07379055,2009,FALSE,1,"20188","ROU","Almăj Mountains","ROU",TRUE,"20059;20060;20061;20183;20188;20190",TRUE,"",0.0129851869750655
24388,1565439131.27916,11615991.6431853,1972,FALSE,1,"20188","ROU","Almăj Mountains","ROU",TRUE,"20059;20061;20183;20188;20190;20191",TRUE,"",0.00742027678437657
24388,1565439131.27916,1010222.15551152,1981,FALSE,2,"20188","ROU","Almăj Mountains","ROU",TRUE,"20059;20061;20183;20188;20190;20191",TRUE,"",0.000645328288610011
24388,1565439131.27916,179443.402589894,1990,FALSE,1,"20188","ROU","Almăj Mountains","ROU",TRUE,"20059;20061;20183;20188;20190;20191",TRUE,"",0.000114628157048347
24388,1565439131.27916,20936616.5586827,1994,FALSE,9,"20188","ROU","Almăj Mountains","ROU",TRUE,"20059;20061;20183;20188;20190;20191",TRUE,"",0.0133742769938138
24388,1565439131.27916,1146354910.42046,2000,FALSE,6,"20188","ROU","Almăj Mountains","ROU",TRUE,"20059;20061;20183;20188;20190;20191",TRUE,"",0.732289673558719
24388,1565439131.27916,423221.877849,2005,FALSE,2,"20188","ROU","Almăj Mountains","ROU",TRUE,"20059;20061;20183;20188;20190;20191",TRUE,"",0.00027035345507377
24388,1565439131.27916,0.866488551111445,2007,FALSE,3,"20188","ROU","Almăj Mountains","ROU",TRUE,"20059;20061;20183;20188;20190;20191",TRUE,"",5.53511493227729e-10
24388,1565439131.27916,5267832.86062622,2009,FALSE,3,"20188","ROU","Almăj Mountains","ROU",TRUE,"20059;20061;20183;20188;20190;20191",TRUE,"",0.00336508316124802
24388,1565439131.27916,2611507.2035076,2013,FALSE,1,"20188","ROU","Almăj Mountains","ROU",TRUE,"20059;20061;20183;20188;20190;20191",TRUE,"",0.00166822660257233
