"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note","percPA"
6120,1625368.81968335,1327312.84577937,1996,FALSE,1,"14341","CMR","Mwenzenkong Mountains","CMR",TRUE,"14341","",0.816622559572631
6125,123022904.665553,64801383.4289464,2007,FALSE,1,"14341","CMR","Mwenzenkong Mountains","CMR",TRUE,"14341","",0.526742427396865
