"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
1661,129447090.151836,123048287.871091,2000,FALSE,2,"17879","ESP","Sierra del Escudo","ESP",TRUE,"14948;17879;17956",TRUE,"",0.950568203014531
1661,129447090.151836,162826.170943462,2006,FALSE,2,"17879","ESP","Sierra del Escudo","ESP",TRUE,"14948;17879;17956",TRUE,"",0.00125785887309227
1661,129447090.151836,7414.69588138554,2015,FALSE,2,"17879","ESP","Sierra del Escudo","ESP",TRUE,"14948;17879;17956",TRUE,"",5.72797416511132e-05
1660,1172150753.7627,243385085.347517,1988,FALSE,1,"17879","ESP","Sierra del Escudo","ESP",TRUE,"14948;14949;14950;14952;17876;17878;17879;17880",TRUE,"",0.207639746479905
1660,1172150753.7627,368096628.226981,2000,FALSE,5,"17879","ESP","Sierra del Escudo","ESP",TRUE,"14948;14949;14950;14952;17876;17878;17879;17880",TRUE,"",0.314035227162854
1660,1172150753.7627,67516579.799613,2006,FALSE,9,"17879","ESP","Sierra del Escudo","ESP",TRUE,"14948;14949;14950;14952;17876;17878;17879;17880",TRUE,"",0.0576005941069261
1660,1172150753.7627,1.07770993721819,2015,FALSE,5,"17879","ESP","Sierra del Escudo","ESP",TRUE,"14948;14949;14950;14952;17876;17878;17879;17880",TRUE,"",9.19429462258715e-10
1660,1172150753.7627,1.43902757189617,2019,FALSE,2,"17879","ESP","Sierra del Escudo","ESP",TRUE,"14948;14949;14950;14952;17876;17878;17879;17880",TRUE,"",1.22768130914626e-09
