SitRecID,COUNTRY,ISO,percPA,terrestrial,Freshwater,marine,mountain,PA Coverage
1769,Spain,ESP,77.61396124,1,0,0,1,partial
1770,Spain,ESP,83.07537364,1,0,0,1,partial
1771,Spain,ESP,61.27087886,1,0,0,1,partial
1772,Spain,ESP,66.49308293,1,1,0,1,partial
1773,Spain,ESP,83.46191322,1,0,0,1,partial
1774,Spain,ESP,61.19296969,1,0,0,1,partial
1775,Spain,ESP,52.35113908,1,0,0,1,partial
1776,Spain,ESP,80.85644394,1,0,0,1,partial
1777,Spain,ESP,56.44922695,1,0,0,1,partial
1778,Spain,ESP,61.74586969,1,0,0,1,partial
1779,Spain,ESP,81.10942589,1,0,0,1,partial
1780,Spain,ESP,32.56579621,1,0,0,1,partial
1781,Spain,ESP,56.41258489,1,0,0,1,partial
1782,Spain,ESP,42.54244012,1,0,0,1,partial
1783,Spain,ESP,45.1447633,1,0,0,1,partial
1784,Spain,ESP,82.76262862,1,0,0,1,partial
1785,Spain,ESP,66.90404039,1,0,0,1,partial
1786,Spain,ESP,97.28629846,1,1,0,0,partial
1787,Spain,ESP,58.07879531,1,0,0,1,partial
1788,Spain,ESP,69.302651,1,1,0,0,partial
1789,Spain,ESP,16.24770056,1,0,0,0,partial
1790,Spain,ESP,67.64623373,1,0,0,1,partial
1791,Spain,ESP,64.91212493,1,0,0,0,partial
1792,Spain,ESP,31.33759538,1,0,0,1,partial
1793,Spain,ESP,63.45507444,1,1,0,0,partial
1794,Spain,ESP,31.80869384,1,0,0,0,partial
1795,Spain,ESP,67.55664574,1,0,0,1,partial
1796,Spain,ESP,66.91128794,1,0,0,1,partial
1797,Spain,ESP,61.54090262,1,0,0,1,partial
1798,Spain,ESP,9.850904169,1,1,0,0,partial
1799,Spain,ESP,61.34466808,1,0,0,1,partial
1800,Spain,ESP,97.85605338,1,0,0,1,partial
1801,Spain,ESP,77.87869758,1,0,0,1,partial
1802,Spain,ESP,57.35194821,1,1,0,1,partial
1803,Spain,ESP,30.57682172,1,0,0,0,partial
1804,Spain,ESP,52.27512925,1,0,0,1,partial
1805,Spain,ESP,75.01454761,1,0,0,1,partial
1806,Spain,ESP,92.7331434,1,0,0,1,partial
1807,Spain,ESP,56.0568175,1,0,0,1,partial
1808,Spain,ESP,97.48325124,1,0,1,0,partial
1809,Spain,ESP,100,1,0,1,0,complete
1810,Spain,ESP,64.49305621,1,1,0,1,partial
1811,Spain,ESP,38.88329551,1,1,1,0,partial
1812,Spain,ESP,75.66257462,1,0,0,1,partial
1813,Spain,ESP,94.56824818,1,0,0,1,partial
1814,Spain,ESP,65.22476687,1,0,0,1,partial
1815,Spain,ESP,98.60047816,1,1,0,1,complete
1816,Spain,ESP,78.45098011,1,1,0,1,partial
1817,Spain,ESP,87.1280234,1,1,0,1,partial
1818,Spain,ESP,42.11376215,1,0,0,1,partial
1819,Spain,ESP,100,1,0,1,0,complete
1820,Spain,ESP,98.87601078,1,0,1,0,complete
1821,Spain,ESP,66.07049216,1,0,1,0,partial
1822,Spain,ESP,51.83856211,1,0,1,0,partial
1823,Spain,ESP,74.98047559,1,1,1,0,partial
1824,Spain,ESP,92.96944466,1,0,1,0,partial
1825,Spain,ESP,94.43734599,1,0,1,0,partial
1826,Spain,ESP,93.39137578,1,0,1,0,partial
1827,Spain,ESP,99.61168972,1,0,1,0,complete
1828,Spain,ESP,97.16602987,1,0,1,0,partial
1829,Spain,ESP,84.43552968,1,0,0,1,partial
1830,Spain,ESP,98.59511225,1,0,0,1,complete
1831,Spain,ESP,37.59694571,1,0,0,0,partial
1832,Spain,ESP,0.354427487,1,0,0,1,none
1833,Spain,ESP,0,1,0,0,1,none
1834,Spain,ESP,0.863468079,1,0,0,1,none
1835,Spain,ESP,83.62685826,1,0,1,1,partial
1836,Spain,ESP,55.15848021,1,0,0,1,partial
1837,Spain,ESP,60.00945368,1,0,0,1,partial
1838,Spain,ESP,75.18264625,1,0,1,0,partial
1839,Spain,ESP,27.07107888,1,0,0,1,partial
1840,Spain,ESP,97.0315017,1,1,0,1,partial
1841,Spain,ESP,94.79362566,1,0,0,1,partial
1842,Spain,ESP,94.48919222,1,1,0,0,partial
1843,Spain,ESP,1.415192922,1,0,0,0,none
1844,Spain,ESP,86.72151407,1,1,0,1,partial
1845,Spain,ESP,85.25968806,1,0,0,1,partial
1846,Spain,ESP,98.00581037,1,1,0,1,complete
1847,Spain,ESP,26.42929423,1,1,0,1,partial
1848,Spain,ESP,5.08065242,1,1,0,0,partial
1849,Spain,ESP,16.98659173,1,1,0,1,partial
1850,Spain,ESP,49.75048436,1,0,0,1,partial
1851,Spain,ESP,92.06433759,1,1,0,1,partial
1852,Spain,ESP,0,1,0,0,0,none
1853,Spain,ESP,67.13548586,1,0,1,0,partial
1854,Spain,ESP,77.35435515,1,0,1,0,partial
1855,Spain,ESP,55.90780742,1,1,1,0,partial
1856,Spain,ESP,1.606194896,1,0,0,0,none
1857,Spain,ESP,18.31078207,1,1,0,0,partial
1858,Spain,ESP,87.65263866,1,1,0,0,partial
1859,Spain,ESP,73.34515858,1,1,1,0,partial
1860,Spain,ESP,29.97346927,1,1,0,0,partial
1861,Spain,ESP,0.05489693,1,0,0,1,none
1862,Spain,ESP,26.38519588,1,1,0,0,partial
1863,Spain,ESP,20.72215275,1,1,0,0,partial
1864,Spain,ESP,88.01189275,1,0,1,0,partial
1865,Spain,ESP,12.7206173,1,1,0,0,partial
1866,Spain,ESP,93.78701119,1,0,0,1,partial
1867,Spain,ESP,61.11392954,1,0,1,1,partial
1868,Spain,ESP,99.21258899,1,0,0,1,complete
1869,Spain,ESP,88.34474583,1,0,0,1,partial
1870,Spain,ESP,61.49875079,1,0,0,1,partial
1871,Spain,ESP,38.3786658,1,0,0,1,partial
1872,Spain,ESP,32.64821912,1,0,1,0,partial
1873,Spain,ESP,50.93839497,1,0,0,1,partial
1874,Spain,ESP,56.29478256,1,0,0,1,partial
1875,Spain,ESP,36.90764931,1,1,0,1,partial
1876,Spain,ESP,38.43176855,1,0,0,1,partial
1877,Spain,ESP,71.42498378,1,0,0,1,partial
1878,Spain,ESP,1.848279989,1,0,1,0,none
1879,Spain,ESP,100,1,0,1,0,complete
1880,Spain,ESP,98.72459809,1,0,1,0,complete
1881,Spain,ESP,100,1,0,1,0,complete
1882,Spain,ESP,98.1493779,1,0,1,0,complete
1883,Spain,ESP,92.15783998,1,0,1,0,partial
1884,Spain,ESP,98.85636603,1,0,1,0,complete
1885,Spain,ESP,84.49698397,1,1,1,1,partial
1886,Spain,ESP,95.84665567,1,0,1,0,partial
1887,Spain,ESP,90.00351245,1,0,1,0,partial
1888,Spain,ESP,99.98938329,1,0,1,0,complete
1889,Spain,ESP,96.77879623,1,0,1,0,partial
1890,Spain,ESP,91.39617875,1,0,0,0,partial
1891,Spain,ESP,90.38564969,1,0,1,0,partial
1892,Spain,ESP,90.22339808,1,0,1,0,partial
1893,Spain,ESP,100,1,0,1,0,complete
1894,Spain,ESP,83.1608634,1,1,1,0,partial
1895,Spain,ESP,48.92995552,1,1,0,0,partial
1896,Spain,ESP,71.70951495,1,0,0,0,partial
1897,Spain,ESP,67.01464306,1,0,0,1,partial
1898,Spain,ESP,2.551830208,1,0,0,0,partial
1899,Spain,ESP,41.20720443,1,0,0,0,partial
1900,Spain,ESP,32.06008609,1,0,0,0,partial
1901,Spain,ESP,29.67852621,1,0,0,0,partial
1902,Spain,ESP,48.44477689,1,0,0,0,partial
1903,Spain,ESP,0,1,0,0,0,none
1904,Spain,ESP,60.2113149,1,0,0,0,partial
1905,Spain,ESP,29.57560838,1,0,0,1,partial
1906,Spain,ESP,89.61091285,1,0,1,0,partial
1907,Spain,ESP,64.78002992,1,0,0,1,partial
1908,Spain,ESP,69.82671831,1,0,0,1,partial
1909,Spain,ESP,84.0847517,1,0,0,1,partial
1910,Spain,ESP,90.68864761,1,0,0,1,partial
1911,Spain,ESP,66.2851875,1,0,0,1,partial
1912,Spain,ESP,77.56168696,1,0,0,1,partial
1913,Spain,ESP,52.95093071,1,0,0,1,partial
1914,Spain,ESP,98.09215981,1,0,1,0,complete
1915,Spain,ESP,86.34947257,1,0,1,0,partial
1916,Spain,ESP,60.73551744,1,0,0,1,partial
1917,Spain,ESP,59.95048387,1,0,0,1,partial
1918,Spain,ESP,54.33516305,1,0,0,1,partial
1919,Spain,ESP,23.81156681,1,0,1,0,partial
1920,Spain,ESP,86.4334924,1,0,1,0,partial
1921,Spain,ESP,72.01217141,1,0,1,0,partial
1922,Spain,ESP,14.13356622,1,0,1,0,partial
1923,Spain,ESP,85.2448253,1,0,0,0,partial
1924,Spain,ESP,22.45358203,1,1,0,1,partial
1925,Spain,ESP,19.5259084,1,1,0,0,partial
1926,Spain,ESP,2.704604534,1,0,0,0,partial
1927,Spain,ESP,88.54453256,1,0,1,0,partial
1928,Spain,ESP,100,1,0,1,0,complete
1929,Spain,ESP,99.99999913,1,0,1,0,complete
1930,Spain,ESP,45.76876608,1,0,0,1,partial
1931,Spain,ESP,0,1,0,0,0,none
1932,Spain,ESP,15.80186374,1,0,1,0,partial
1933,Spain,ESP,84.65000228,1,0,0,1,partial
1934,Spain,ESP,96.40171525,1,0,0,1,partial
1935,Spain,ESP,87.79722419,1,1,0,0,partial
1936,Spain,ESP,94.65784866,1,0,0,1,partial
1937,Spain,ESP,75.43033482,1,1,0,1,partial
1938,Spain,ESP,75.08385364,1,0,0,1,partial
1939,Spain,ESP,51.82491666,1,0,0,1,partial
1940,Spain,ESP,99.12226274,1,0,1,0,complete
1941,Spain,ESP,0,1,0,0,1,none
1942,Spain,ESP,56.35674001,1,1,0,0,partial
1943,Spain,ESP,29.19583195,1,1,0,0,partial
1944,Spain,ESP,82.72334445,1,0,1,0,partial
1945,Spain,ESP,87.90659645,1,0,1,0,partial
1946,Spain,ESP,45.32845927,1,0,0,1,partial
1947,Spain,ESP,0,1,1,0,0,none
1948,Spain,ESP,34.0495784,1,1,0,1,partial
1949,Spain,ESP,85.69733594,1,1,0,0,partial
1950,Spain,ESP,97.81826733,1,0,0,1,partial
1951,Spain,ESP,89.36799459,1,0,1,0,partial
1952,Spain,ESP,12.69300459,1,1,0,0,partial
1953,Spain,ESP,4.677966184,1,1,0,0,partial
1954,Spain,ESP,84.79009815,1,1,0,1,partial
1955,Spain,ESP,95.39414285,1,0,0,1,partial
1956,Spain,ESP,11.00096928,1,1,0,1,partial
1957,Spain,ESP,87.45958269,1,0,0,1,partial
1958,Spain,ESP,65.29175841,1,0,0,1,partial
1959,Spain,ESP,21.26063947,1,0,0,1,partial
1960,Spain,ESP,29.87386129,1,0,0,1,partial
1961,Spain,ESP,13.53687239,1,1,0,1,partial
1962,Spain,ESP,98.50699556,1,1,0,1,complete
1963,Spain,ESP,83.36190129,1,1,0,1,partial
1964,Spain,ESP,66.97183199,1,1,0,0,partial
1965,Spain,ESP,0,1,0,0,0,none
1966,Spain,ESP,19.33539749,1,0,0,1,partial
1967,Spain,ESP,61.98890827,1,1,0,1,partial
1969,Spain,ESP,100,1,0,1,0,complete
1970,Spain,ESP,95.98329033,1,0,1,1,partial
1971,Spain,ESP,96.24747236,1,0,0,0,partial
1972,Spain,ESP,11.93780756,1,0,0,1,partial
1973,Spain,ESP,76.05598401,1,0,0,1,partial
1974,Spain,ESP,98.25785555,1,0,0,0,complete
1975,Spain,ESP,99.33455844,1,0,1,0,complete
1976,Spain,ESP,70.02169732,1,0,0,0,partial
1977,Spain,ESP,93.36744315,1,0,0,1,partial
1978,Spain,ESP,93.87734088,1,0,0,0,partial
1979,Spain,ESP,85.56649276,1,0,0,0,partial
1980,Spain,ESP,90.98761718,1,0,1,0,partial
1981,Spain,ESP,63.3364444,1,0,0,1,partial
1982,Spain,ESP,87.07012994,1,0,0,1,partial
1983,Spain,ESP,28.96940088,1,0,0,1,partial
1984,Spain,ESP,96.95981698,1,0,1,0,partial
1985,Spain,ESP,1.380293976,1,0,0,0,none
1986,Spain,ESP,72.82245076,1,0,0,0,partial
1987,Spain,ESP,84.36197466,1,0,0,1,partial
1988,Spain,ESP,89.95510755,1,0,1,0,partial
1989,Spain,ESP,99.4786107,1,0,1,0,complete
1990,Spain,ESP,98.67776417,1,0,1,0,complete
1991,Spain,ESP,86.68589098,1,0,1,0,partial
1992,Spain,ESP,0,1,0,0,1,none
1993,Spain,ESP,99.80567273,1,0,0,1,complete
1994,Spain,ESP,99.6950735,1,0,1,1,complete
1995,Spain,ESP,99.22525176,1,0,1,0,complete
1997,Spain,ESP,98.68550212,1,0,1,0,complete
1999,Spain,ESP,78.68452955,1,0,0,1,partial
2000,Spain,ESP,99.28283804,1,0,0,1,complete
2002,Spain,ESP,92.97396863,1,0,0,1,partial
2003,Spain,ESP,84.23845214,1,0,0,1,partial
2004,Spain,ESP,90.72664346,1,0,0,1,partial
2005,Spain,ESP,96.81497636,1,0,0,1,partial
2006,Spain,ESP,0,1,0,0,1,none
2007,Spain,ESP,14.9934702,1,0,1,0,partial
2008,Spain,ESP,99.35642005,1,0,0,1,complete
2009,Spain,ESP,98.86525051,1,0,0,1,complete
2010,Spain,ESP,70.23337695,1,0,0,1,partial
2011,Spain,ESP,99.836122,1,0,0,1,complete
2012,Spain,ESP,98.16020439,1,0,1,0,complete
2013,Spain,ESP,94.06373247,1,0,1,1,partial
2014,Spain,ESP,99.0225114,1,0,1,0,complete
2015,Spain,ESP,87.94522941,1,0,0,1,partial
2016,Spain,ESP,91.28867907,1,0,0,1,partial
2017,Spain,ESP,69.87646459,1,0,0,1,partial
2020,Spain,ESP,98.24498158,1,0,0,1,complete
2021,Spain,ESP,99.99999991,1,0,0,1,complete
2022,Spain,ESP,100,1,0,0,1,complete
2023,Spain,ESP,86.03678247,1,0,0,1,partial
2024,Spain,ESP,98.13867057,1,0,0,1,complete
2025,Spain,ESP,98.19632279,1,0,1,0,complete
2026,Spain,ESP,99.6437488,1,0,1,0,complete
2027,Spain,ESP,98.03802546,1,0,1,0,complete
2028,Spain,ESP,0.515957782,1,0,0,1,none
2030,Spain,ESP,7.788869386,1,0,0,1,partial
2031,Spain,ESP,69.50086835,1,0,1,0,partial
2032,Spain,ESP,26.23039393,1,0,1,0,partial
2033,Spain,ESP,82.1845698,1,0,1,0,partial
2034,Ukraine,UKR,82.28767225,1,0,0,1,partial
2035,Ukraine,UKR,96.27706986,1,1,0,0,partial
2036,Ukraine,UKR,6.448194803,1,0,0,0,partial
2037,Ukraine,UKR,0,1,1,0,0,none
2038,Ukraine,UKR,25.55703458,1,1,0,0,partial
2039,Ukraine,UKR,13.02168006,1,0,0,0,partial
2040,Ukraine,UKR,0,1,0,1,0,none
2041,Ukraine,UKR,14.84504264,1,0,1,0,partial
2042,Ukraine,UKR,0,1,0,1,0,none
2043,Ukraine,UKR,0.252502031,1,0,1,0,none
2044,Ukraine,UKR,82.94732749,1,0,0,1,partial
2046,Ukraine,UKR,89.20177424,1,0,1,0,partial
2047,Ukraine,UKR,2.234397822,1,0,1,0,partial
2048,Ukraine,UKR,94.65629365,1,0,1,0,partial
2049,Ukraine,UKR,78.45439665,1,0,1,0,partial
2050,Ukraine,UKR,94.37864702,1,0,1,0,partial
2051,Ukraine,UKR,86.38501438,1,0,1,0,partial
2052,Ukraine,UKR,94.54274171,1,1,0,0,partial
2054,Ukraine,UKR,0,1,1,0,0,none
2055,Ukraine,UKR,0,1,1,0,0,none
2056,Ukraine,UKR,0,1,1,0,0,none
2057,Ukraine,UKR,0,1,1,0,0,none
2058,Ukraine,UKR,15.88889682,1,0,1,0,partial
2059,Ukraine,UKR,94.76248186,1,0,1,0,partial
2060,Ukraine,UKR,0,1,1,0,0,none
2061,Ukraine,UKR,84.32585007,1,0,1,0,partial
2062,Ukraine,UKR,0,1,0,1,0,none
2063,Ukraine,UKR,0,1,1,0,0,none
2064,Ukraine,UKR,0,1,0,1,0,none
2065,Ukraine,UKR,81.91175887,1,1,0,0,partial
2066,Ukraine,UKR,80.34165901,1,0,1,0,partial
2067,Ukraine,UKR,15.71688784,1,1,0,0,partial
2068,Ukraine,UKR,25.16898487,1,0,1,0,partial
2069,Ukraine,UKR,89.61134013,1,1,0,0,partial
2070,Ukraine,UKR,1.016467189,1,1,0,0,none
2071,Ukraine,UKR,0,1,1,0,0,none
2072,Ukraine,UKR,0,1,0,1,0,none
2073,Ukraine,UKR,50.43795256,1,1,0,0,partial
2074,Ukraine,UKR,7.548230374,1,1,0,0,partial
2075,Ukraine,UKR,3.317400682,1,1,0,0,partial
2076,Ukraine,UKR,15.50756804,1,0,1,0,partial
2077,Ukraine,UKR,0,1,1,0,0,none
2078,Ukraine,UKR,62.57904674,1,1,0,0,partial
2079,Ukraine,UKR,76.41998471,1,0,0,0,partial
2080,Ukraine,UKR,20.58441881,1,1,0,0,partial
2081,Ukraine,UKR,0,1,1,0,0,none
2082,Ukraine,UKR,68.59684919,1,1,0,0,partial
2083,Ukraine,UKR,76.59224379,1,1,0,0,partial
2084,Ukraine,UKR,0,1,0,1,0,none
2085,Ukraine,UKR,83.23610471,1,0,0,0,partial
2086,Ukraine,UKR,0.763617131,1,1,0,0,none
2087,Ukraine,UKR,39.39103575,1,1,0,0,partial
2088,Ukraine,UKR,70.08057038,1,1,0,0,partial
2089,Ukraine,UKR,41.56245146,1,1,0,0,partial
2090,Ukraine,UKR,29.72245577,1,0,1,0,partial
2091,Ukraine,UKR,0,1,0,1,0,none
2092,Ukraine,UKR,0,1,1,0,0,none
2093,Ukraine,UKR,0,1,1,0,0,none
2094,Ukraine,UKR,0,1,1,0,0,none
2095,Ukraine,UKR,1.502628207,1,0,1,0,none
2096,Ukraine,UKR,0,1,1,0,0,none
2097,Ukraine,UKR,0,1,1,0,0,none
2098,Ukraine,UKR,13.30234668,1,0,0,0,partial
2099,Ukraine,UKR,0,1,1,0,0,none
2100,Ukraine,UKR,0,1,1,0,0,none
2101,Ukraine,UKR,0,1,1,0,0,none
2102,Ukraine,UKR,0,1,1,0,0,none
2103,Ukraine,UKR,0,1,1,0,0,none
2104,Ukraine,UKR,14.66818201,1,0,1,0,partial
2105,Ukraine,UKR,0,1,1,0,0,none
2106,Ukraine,UKR,10.71248872,1,1,0,0,partial
2107,Ukraine,UKR,0,1,1,0,0,none
2108,Ukraine,UKR,0,1,1,0,0,none
2109,Ukraine,UKR,43.66558648,1,1,0,0,partial
2110,Ukraine,UKR,3.534964681,1,1,0,0,partial
2111,Ukraine,UKR,0,1,1,0,0,none
2112,Ukraine,UKR,0,1,1,0,0,none
2113,Ukraine,UKR,0,1,1,0,0,none
2114,Ukraine,UKR,9.005737897,1,1,0,0,partial
2115,Ukraine,UKR,36.5494241,1,0,0,1,partial
2116,Ukraine,UKR,0.753309706,1,0,0,1,none
2117,Ukraine,UKR,0,1,1,0,0,none
2118,Ukraine,UKR,0.034275212,1,1,0,0,none
2119,Ukraine,UKR,8.386989696,1,1,0,0,partial
2120,Ukraine,UKR,0,1,1,0,0,none
2121,Ukraine,UKR,2.750232159,1,1,0,0,partial
2122,Ukraine,UKR,67.64004347,1,1,0,0,partial
2123,Ukraine,UKR,1.27655957,1,1,0,0,none
2124,Ukraine,UKR,0,1,1,0,0,none
2125,Ukraine,UKR,26.64188454,1,0,0,0,partial
2126,Ukraine,UKR,69.80071681,1,1,0,0,partial
2127,Ukraine,UKR,0,1,0,0,0,none
2128,Ukraine,UKR,18.51105234,1,1,0,0,partial
2129,Ukraine,UKR,16.63885635,1,1,0,0,partial
2130,Ukraine,UKR,0,1,0,1,0,none
2131,Ukraine,UKR,0,1,1,0,0,none
2132,Ukraine,UKR,0,1,1,0,0,none
2133,Ukraine,UKR,0,1,1,0,0,none
2134,Ukraine,UKR,0,1,0,1,0,none
2135,Ukraine,UKR,47.85405067,1,0,0,0,partial
2136,France,FRA,85.95124855,1,1,0,0,partial
2137,France,FRA,81.42090696,1,0,0,0,partial
2138,France,FRA,90.04957334,1,0,0,0,partial
2139,France,FRA,44.45874211,1,0,0,0,partial
2140,France,FRA,70.03538128,1,0,0,1,partial
2141,France,FRA,80.89042936,1,1,0,0,partial
2142,France,FRA,83.28043848,1,1,0,0,partial
2143,France,FRA,84.51651589,1,1,0,0,partial
2144,France,FRA,97.2991217,1,0,0,1,partial
2145,France,FRA,95.4326322,1,1,0,0,partial
2146,France,FRA,97.45281494,1,0,0,1,partial
2147,France,FRA,98.00963915,1,0,0,1,complete
2148,France,FRA,100,1,1,0,1,complete
2149,France,FRA,97.90144605,1,1,0,1,partial
2150,France,FRA,98.94626105,1,1,0,1,complete
2151,France,FRA,98.98235105,1,1,0,0,complete
2152,France,FRA,72.57017997,1,0,0,0,partial
2153,France,FRA,95.28158819,1,0,0,1,partial
2154,France,FRA,92.83141192,1,0,0,1,partial
2155,France,FRA,99.98709832,1,0,0,1,complete
2156,France,FRA,97.50124717,1,0,0,1,partial
2157,France,FRA,95.95884661,1,0,1,0,partial
2158,France,FRA,99.94550715,1,0,1,0,complete
2159,France,FRA,99.35587807,1,1,0,0,complete
2160,France,FRA,97.78945972,1,1,0,0,partial
2161,France,FRA,4.833798038,1,0,1,0,partial
2162,France,FRA,99.99995622,1,0,0,1,complete
2163,France,FRA,99.21497246,1,0,0,1,complete
2164,France,FRA,99.95348729,1,1,0,1,complete
2165,France,FRA,98.55041429,1,0,0,1,complete
2166,France,FRA,99.85687227,1,0,0,1,complete
2167,France,FRA,99.33157689,1,0,0,1,complete
2168,France,FRA,100,1,0,0,1,complete
2169,France,FRA,100,1,0,0,1,complete
2170,France,FRA,99.87467659,1,0,0,1,complete
2171,France,FRA,97.48798528,1,1,0,0,partial
2172,France,FRA,95.25699851,1,1,0,1,partial
2173,France,FRA,99.05152853,1,1,0,1,complete
2174,France,FRA,25.2020041,1,1,0,0,partial
2175,France,FRA,48.62784522,1,0,1,0,partial
2176,France,FRA,99.62419512,1,0,1,0,complete
2177,France,FRA,82.8662428,1,0,0,0,partial
2178,France,FRA,99.47553262,1,1,0,0,complete
2179,France,FRA,99.99860161,1,0,1,0,complete
2180,France,FRA,96.36808747,1,0,1,0,partial
2181,France,FRA,99.96122423,1,0,0,1,complete
2182,France,FRA,99.99926892,1,0,0,0,complete
2183,France,FRA,99.33856974,1,1,0,0,complete
2184,France,FRA,89.99105501,1,0,0,0,partial
2185,France,FRA,99.49832145,1,1,0,0,complete
2186,France,FRA,93.4962054,1,0,0,1,partial
2187,France,FRA,74.53862383,1,0,1,0,partial
2188,France,FRA,98.51373281,1,0,1,0,complete
2189,France,FRA,25.93727823,1,0,1,0,partial
2190,France,FRA,52.59155165,1,0,1,0,partial
2191,France,FRA,57.50015919,1,0,1,0,partial
2192,France,FRA,97.97511468,1,0,1,0,partial
2193,France,FRA,92.0409336,1,0,1,0,partial
2194,France,FRA,90.96258601,1,0,0,0,partial
2195,France,FRA,92.69197703,1,0,1,0,partial
2196,France,FRA,67.82769478,1,0,1,0,partial
2197,France,FRA,100,1,0,1,0,complete
2198,France,FRA,99.02491705,1,0,1,0,complete
2199,France,FRA,90.38649724,1,0,1,0,partial
2200,France,FRA,98.84046862,1,0,1,0,complete
2201,France,FRA,46.82927957,1,0,1,0,partial
2202,France,FRA,99.99995651,1,0,1,0,complete
2203,France,FRA,96.48072794,1,0,1,0,partial
2204,France,FRA,97.02743011,1,0,1,0,partial
2205,France,FRA,73.44556449,1,0,1,0,partial
2206,France,FRA,45.34389943,1,0,1,0,partial
2207,France,FRA,15.72152951,1,0,1,0,partial
2208,France,FRA,48.88901332,1,0,1,0,partial
2209,France,FRA,47.51294713,1,0,1,0,partial
2210,France,FRA,92.87825332,1,0,1,0,partial
2211,France,FRA,93.03971649,1,0,1,0,partial
2212,France,FRA,79.43825683,1,0,1,0,partial
2213,France,FRA,29.76373604,1,0,1,0,partial
2214,France,FRA,29.06831144,1,0,1,0,partial
2215,France,FRA,96.6236519,1,0,1,0,partial
2216,France,FRA,92.81350911,1,0,0,1,partial
2217,France,FRA,100,1,1,0,0,complete
2218,France,FRA,93.21814058,1,1,0,0,partial
2219,France,FRA,91.6273009,1,1,0,0,partial
2220,France,FRA,63.44831664,1,0,0,0,partial
2221,France,FRA,18.74646771,1,0,0,0,partial
2222,France,FRA,42.68980581,1,1,0,0,partial
2223,France,FRA,72.6318701,1,1,0,0,partial
2224,France,FRA,97.76494049,1,0,0,0,partial
2225,France,FRA,55.33219433,1,0,0,0,partial
2226,France,FRA,88.61587182,1,1,0,0,partial
2227,France,FRA,99.52609855,1,1,0,0,complete
2228,France,FRA,23.11511953,1,1,0,0,partial
2229,France,FRA,100,1,1,0,0,complete
2230,France,FRA,100,1,0,0,0,complete
2231,France,FRA,95.4372663,1,1,0,0,partial
2232,France,FRA,100,1,0,0,0,complete
2233,France,FRA,100,1,0,0,0,complete
2234,France,FRA,99.99999974,1,0,0,0,complete
2235,France,FRA,100,1,0,0,0,complete
2236,France,FRA,85.65128022,1,0,0,0,partial
2237,France,FRA,100,1,1,0,0,complete
2238,France,FRA,0,1,1,0,0,none
2239,France,FRA,48.42395256,1,1,0,0,partial
2240,France,FRA,97.45429486,1,0,0,0,partial
2241,France,FRA,68.21213137,1,1,0,0,partial
2242,France,FRA,78.79298539,1,0,0,0,partial
2243,France,FRA,93.89877857,1,0,0,0,partial
2244,France,FRA,79.59757899,1,0,0,0,partial
2245,France,FRA,99.55616981,1,0,1,0,complete
2246,France,FRA,97.29129805,1,0,1,0,partial
2247,France,FRA,99.3793039,1,0,1,0,complete
2248,France,FRA,91.14043375,1,0,0,1,partial
2249,France,FRA,100,1,0,0,1,complete
2250,France,FRA,100,1,0,0,1,complete
2251,France,FRA,91.83392714,1,0,1,0,partial
2252,France,FRA,40.19095728,1,0,0,1,partial
2253,France,FRA,98.01859582,1,0,1,0,complete
2254,France,FRA,99.41466452,1,0,1,0,complete
2255,France,FRA,99.51954673,1,0,1,0,complete
2256,France,FRA,100,1,0,0,1,complete
2257,France,FRA,51.34264386,1,1,0,1,partial
2258,France,FRA,98.64554781,1,0,0,1,complete
2259,France,FRA,100,1,0,0,1,complete
2260,France,FRA,100,1,0,0,1,complete
2261,France,FRA,96.24233104,1,0,0,0,partial
2262,France,FRA,81.74402476,1,1,0,0,partial
2263,France,FRA,48.82383217,1,0,0,0,partial
2264,France,FRA,55.90632105,1,0,1,0,partial
2265,France,FRA,37.15003571,1,1,0,0,partial
2266,France,FRA,86.00086069,1,0,1,0,partial
2267,France,FRA,75.86753255,1,1,0,0,partial
2268,France,FRA,86.87086055,1,0,0,0,partial
2269,France,FRA,59.26439042,1,0,0,0,partial
2270,France,FRA,73.93348299,1,0,0,0,partial
2271,France,FRA,87.48535567,1,0,0,0,partial
2272,France,FRA,100,1,1,0,0,complete
2273,France,FRA,98.34371386,1,1,0,0,complete
2274,France,FRA,100,1,1,0,0,complete
2275,France,FRA,69.21075063,1,1,0,0,partial
2276,France,FRA,12.3276221,1,0,0,0,partial
2277,France,FRA,11.10652309,1,1,0,0,partial
2278,France,FRA,70.70550446,1,0,0,0,partial
2279,France,FRA,0.005656048,1,0,0,0,none
2280,France,FRA,100,1,1,0,0,complete
2281,France,FRA,40.09255845,1,1,0,0,partial
2282,France,FRA,98.803676,1,1,0,1,complete
2283,France,FRA,81.95246084,1,0,0,1,partial
2284,France,FRA,96.17141787,1,0,0,0,partial
2285,France,FRA,84.77129393,1,0,1,0,partial
2286,France,FRA,98.83550041,1,0,1,0,complete
2287,France,FRA,99.96439355,1,1,0,0,complete
2288,France,FRA,58.54983323,1,0,0,1,partial
2289,France,FRA,46.65704792,1,0,0,1,partial
2290,France,FRA,91.55005757,1,0,0,1,partial
2291,France,FRA,95.38130428,1,0,1,0,partial
2292,France,FRA,38.49310968,1,0,0,1,partial
2293,France,FRA,64.6305685,1,1,0,1,partial
