"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
3169,3634123139.49086,66520719.9726725,1974,FALSE,1,"20885","NOR","Dovrefjell (nn)","NOR",TRUE,"20489;20525;20587;20795;20885",TRUE,"",0.0183044760508561
3169,3634123139.49086,5100239.88029289,1981,FALSE,1,"20885","NOR","Dovrefjell (nn)","NOR",TRUE,"20489;20525;20587;20795;20885",TRUE,"",0.00140343067213937
3169,3634123139.49086,3107171.62624359,1983,FALSE,1,"20885","NOR","Dovrefjell (nn)","NOR",TRUE,"20489;20525;20587;20795;20885",TRUE,"",0.00085499899342401
3169,3634123139.49086,1855208.87188107,1985,FALSE,3,"20885","NOR","Dovrefjell (nn)","NOR",TRUE,"20489;20525;20587;20795;20885",TRUE,"",0.000510496975658613
3169,3634123139.49086,29290892.7930735,1989,FALSE,3,"20885","NOR","Dovrefjell (nn)","NOR",TRUE,"20489;20525;20587;20795;20885",TRUE,"",0.00805996155572678
3169,3634123139.49086,2030832.40184355,1990,FALSE,1,"20885","NOR","Dovrefjell (nn)","NOR",TRUE,"20489;20525;20587;20795;20885",TRUE,"",0.000558823221969321
3169,3634123139.49086,1695535.7721138,1993,FALSE,1,"20885","NOR","Dovrefjell (nn)","NOR",TRUE,"20489;20525;20587;20795;20885",TRUE,"",0.000466559801920015
3169,3634123139.49086,1022339380.73472,2002,FALSE,6,"20885","NOR","Dovrefjell (nn)","NOR",TRUE,"20489;20525;20587;20795;20885",TRUE,"",0.281316659203228
3169,3634123139.49086,360931287.974107,2003,FALSE,5,"20885","NOR","Dovrefjell (nn)","NOR",TRUE,"20489;20525;20587;20795;20885",TRUE,"",0.0993172972186828
3169,3634123139.49086,23.542597655749,2004,FALSE,1,"20885","NOR","Dovrefjell (nn)","NOR",TRUE,"20489;20525;20587;20795;20885",TRUE,"",6.47820581529532e-09
3169,3634123139.49086,1949230446.48481,2018,FALSE,3,"20885","NOR","Dovrefjell (nn)","NOR",TRUE,"20489;20525;20587;20795;20885",TRUE,"",0.536368849283928
