"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
44607,199694546.824041,33258149.084284,1952,FALSE,1,"13730","NZL","Brown Hill Range*","NZL",TRUE,"11752;12872;13701;13724;13730;13731;13732;13733;13735;13740;13742;13748",TRUE,"",0.166545104076323
44607,199694546.824041,3345694.34764684,1987,FALSE,4,"13730","NZL","Brown Hill Range*","NZL",TRUE,"11752;12872;13701;13724;13730;13731;13732;13733;13735;13740;13742;13748",TRUE,"",0.0167540596418733
44607,199694546.824041,34761.2942083618,1988,FALSE,1,"13730","NZL","Brown Hill Range*","NZL",TRUE,"11752;12872;13701;13724;13730;13731;13732;13733;13735;13740;13742;13748",TRUE,"",0.000174072325765567
44607,199694546.824041,889.600177578628,2001,FALSE,1,"13730","NZL","Brown Hill Range*","NZL",TRUE,"11752;12872;13701;13724;13730;13731;13732;13733;13735;13740;13742;13748",TRUE,"",4.45480455889711e-06
44607,199694546.824041,20887.240795562,2012,FALSE,1,"13730","NZL","Brown Hill Range*","NZL",TRUE,"11752;12872;13701;13724;13730;13731;13732;13733;13735;13740;13742;13748",TRUE,"",0.000104595949803109
44607,199694546.824041,967882.441118121,2015,FALSE,2,"13730","NZL","Brown Hill Range*","NZL",TRUE,"11752;12872;13701;13724;13730;13731;13732;13733;13735;13740;13742;13748",TRUE,"",0.00484681458012453
