"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
1695,1838076201.12458,2516139.62389739,1974,FALSE,1,"12799","ESP","Sierra de Ayllón","ESP",TRUE,"12799;15025;15027;15028;15029",TRUE,"",0.00136889842888883
1695,1838076201.12458,946345891.568904,1998,FALSE,1,"12799","ESP","Sierra de Ayllón","ESP",TRUE,"12799;15025;15027;15028;15029",TRUE,"",0.514856724106381
1695,1838076201.12458,394.858195126057,2000,FALSE,1,"12799","ESP","Sierra de Ayllón","ESP",TRUE,"12799;15025;15027;15028;15029",TRUE,"",2.14821450212169e-07
1695,1838076201.12458,NA,2003,FALSE,1,"12799","ESP","Sierra de Ayllón","ESP",TRUE,"12799;15025;15027;15028;15029",TRUE,"",NA
1695,1838076201.12458,11478232.016741,2004,FALSE,1,"12799","ESP","Sierra de Ayllón","ESP",TRUE,"12799;15025;15027;15028;15029",TRUE,"",0.0062446986744719
1695,1838076201.12458,162384027.232429,2006,FALSE,2,"12799","ESP","Sierra de Ayllón","ESP",TRUE,"12799;15025;15027;15028;15029",TRUE,"",0.0883445567344153
1695,1838076201.12458,NA,2007,FALSE,1,"12799","ESP","Sierra de Ayllón","ESP",TRUE,"12799;15025;15027;15028;15029",TRUE,"",NA
1695,1838076201.12458,231677491.941542,2011,FALSE,1,"12799","ESP","Sierra de Ayllón","ESP",TRUE,"12799;15025;15027;15028;15029",TRUE,"",0.126043464247998
1695,1838076201.12458,78435965.4630039,2015,FALSE,2,"12799","ESP","Sierra de Ayllón","ESP",TRUE,"12799;15025;15027;15028;15029",TRUE,"",0.0426728584021787
1695,1838076201.12458,13344.291284807,2016,FALSE,1,"12799","ESP","Sierra de Ayllón","ESP",TRUE,"12799;15025;15027;15028;15029",TRUE,"",7.25992278048246e-06
