"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
3099,969268206.584175,257590.654195726,1975,FALSE,2,"20292","SVK","Ďumbierske Tatry","SVK",TRUE,"12991;20291;20292;20293;20296;20300;20303;20305;20306",TRUE,"",0.000265757870160116
3099,969268206.584175,17418.6993021965,1988,FALSE,1,"20292","SVK","Ďumbierske Tatry","SVK",TRUE,"12991;20291;20292;20293;20296;20300;20303;20305;20306",TRUE,"",1.79709797390159e-05
3099,969268206.584175,964094832.386853,1997,FALSE,3,"20292","SVK","Ďumbierske Tatry","SVK",TRUE,"12991;20291;20292;20293;20296;20300;20303;20305;20306",TRUE,"",0.994662597862821
