"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
1849,2037936775.02377,61584038.772881,1982,TRUE,1,"15080","ESP","Sierras de Valdepeñas de Jaén y Campillo de Arenas","ESP",TRUE,"12807;15076;15077;15078;15079;15080;15081",TRUE,"",0.0302188171525403
1849,2037936775.02377,199757346.321885,1989,TRUE,1,"15080","ESP","Sierras de Valdepeñas de Jaén y Campillo de Arenas","ESP",TRUE,"12807;15076;15077;15078;15079;15080;15081",TRUE,"",0.0980194031385275
1849,2037936775.02377,22912893.0056437,1991,TRUE,1,"15080","ESP","Sierras de Valdepeñas de Jaén y Campillo de Arenas","ESP",TRUE,"12807;15076;15077;15078;15079;15080;15081",TRUE,"",0.0112431814796494
1849,2037936775.02377,6.61890866472913,1992,TRUE,1,"15080","ESP","Sierras de Valdepeñas de Jaén y Campillo de Arenas","ESP",TRUE,"12807;15076;15077;15078;15079;15080;15081",TRUE,"",3.24784789491417e-09
1849,2037936775.02377,27.8555260389112,2001,TRUE,2,"15080","ESP","Sierras de Valdepeñas de Jaén y Campillo de Arenas","ESP",TRUE,"12807;15076;15077;15078;15079;15080;15081",TRUE,"",1.36684937336127e-08
1849,2037936775.02377,4.19881843025034,2002,TRUE,1,"15080","ESP","Sierras de Valdepeñas de Jaén y Campillo de Arenas","ESP",TRUE,"12807;15076;15077;15078;15079;15080;15081",TRUE,"",2.06032811307474e-09
1849,2037936775.02377,1925113.44440731,2005,TRUE,1,"15080","ESP","Sierras de Valdepeñas de Jaén y Campillo de Arenas","ESP",TRUE,"12807;15076;15077;15078;15079;15080;15081",TRUE,"",0.000944638453950492
1849,2037936775.02377,59973330.9429077,2006,TRUE,1,"15080","ESP","Sierras de Valdepeñas de Jaén y Campillo de Arenas","ESP",TRUE,"12807;15076;15077;15078;15079;15080;15081",TRUE,"",0.0294284551306594
1849,2037936775.02377,23236.7020633072,2010,TRUE,1,"15080","ESP","Sierras de Valdepeñas de Jaén y Campillo de Arenas","ESP",TRUE,"12807;15076;15077;15078;15079;15080;15081",TRUE,"",1.14020721094432e-05
1849,2037936775.02377,0.00305806529083341,2012,TRUE,1,"15080","ESP","Sierras de Valdepeñas de Jaén y Campillo de Arenas","ESP",TRUE,"12807;15076;15077;15078;15079;15080;15081",TRUE,"",1.5005692660891e-12
1849,2037936775.02377,1.74798394503528,2015,TRUE,1,"15080","ESP","Sierras de Valdepeñas de Jaén y Campillo de Arenas","ESP",TRUE,"12807;15076;15077;15078;15079;15080;15081",TRUE,"",8.57722362370583e-10
