"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
3284,1008582253.44885,170311948.77388,1914,FALSE,1,"10057","CHE","Sesvenna Range","CHE",TRUE,"10054;10056;10057;10058",TRUE,"",0.168862726060763
3284,1008582253.44885,837.076966825873,1991,FALSE,1,"10057","CHE","Sesvenna Range","CHE",TRUE,"10054;10056;10057;10058",TRUE,"",8.29954090470546e-07
3284,1008582253.44885,1918975.91270148,1992,FALSE,8,"10057","CHE","Sesvenna Range","CHE",TRUE,"10054;10056;10057;10058",TRUE,"",0.00190264691465623
3284,1008582253.44885,1260119.56608674,1994,FALSE,10,"10057","CHE","Sesvenna Range","CHE",TRUE,"10054;10056;10057;10058",TRUE,"",0.00124939692501803
3284,1008582253.44885,512709.883351665,2001,FALSE,12,"10057","CHE","Sesvenna Range","CHE",TRUE,"10054;10056;10057;10058",TRUE,"",0.00050834711953185
3284,1008582253.44885,0.284142167976825,2003,FALSE,2,"10057","CHE","Sesvenna Range","CHE",TRUE,"10054;10056;10057;10058",TRUE,"",2.81724338302801e-10
3284,1008582253.44885,19080965.6888182,2009,FALSE,3,"10057","CHE","Sesvenna Range","CHE",TRUE,"10054;10056;10057;10058",TRUE,"",0.0189186014562231
3284,1008582253.44885,17126610.9321719,2010,FALSE,81,"10057","CHE","Sesvenna Range","CHE",TRUE,"10054;10056;10057;10058",TRUE,"",0.0169808767441697
3284,1008582253.44885,312862.519173734,2017,FALSE,2,"10057","CHE","Sesvenna Range","CHE",TRUE,"10054;10056;10057;10058",TRUE,"",0.000310200301565787
3284,1008582253.44885,14028654.9299004,2018,FALSE,20,"10057","CHE","Sesvenna Range","CHE",TRUE,"10054;10056;10057;10058",TRUE,"",0.0139092819469403
