"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
22176,425891256.990375,42624290.4787306,1980,TRUE,1,"20276","SVK","Cergov","SVK",TRUE,"20268;20269;20276",TRUE,"",0.100082567507823
22176,425891256.990375,37723.0783200227,1981,TRUE,1,"20276","SVK","Cergov","SVK",TRUE,"20268;20269;20276",TRUE,"",8.85744370208454e-05
22176,425891256.990375,21402.1440565288,1982,TRUE,1,"20276","SVK","Cergov","SVK",TRUE,"20268;20269;20276",TRUE,"",5.02526025252791e-05
22176,425891256.990375,51794.4949561357,1984,TRUE,1,"20276","SVK","Cergov","SVK",TRUE,"20268;20269;20276",TRUE,"",0.000121614365418415
22176,425891256.990375,131556.168159515,1986,TRUE,1,"20276","SVK","Cergov","SVK",TRUE,"20268;20269;20276",TRUE,"",0.000308896146610701
22176,425891256.990375,60649824.0123731,1989,TRUE,6,"20276","SVK","Cergov","SVK",TRUE,"20268;20269;20276",TRUE,"",0.142406830421841
22176,425891256.990375,204920.505186034,2004,TRUE,6,"20276","SVK","Cergov","SVK",TRUE,"20268;20269;20276",TRUE,"",0.000481156872376615
22176,425891256.990375,9946.84577971697,2008,TRUE,1,"20276","SVK","Cergov","SVK",TRUE,"20268;20269;20276",TRUE,"",2.33553650525908e-05
22176,425891256.990375,254180805.963623,2011,TRUE,1,"20276","SVK","Cergov","SVK",TRUE,"20268;20269;20276",TRUE,"",0.596820906256282
22176,425891256.990375,0.100154927087715,2012,TRUE,1,"20276","SVK","Cergov","SVK",TRUE,"20268;20269;20276",TRUE,"",2.3516549223263e-10
