"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
1653,1713394205.69357,149816375.667807,1987,TRUE,1,"17871","ESP","Sierra de Aramo","ESP",TRUE,"17868;17869;17870;17871;17872;17873;17874",TRUE,"",0.0874383578338076
1653,1713394205.69357,289770484.42159,1988,TRUE,1,"17871","ESP","Sierra de Aramo","ESP",TRUE,"17868;17869;17870;17871;17872;17873;17874",TRUE,"",0.169120733254897
1653,1713394205.69357,642.700790604359,1989,TRUE,1,"17871","ESP","Sierra de Aramo","ESP",TRUE,"17868;17869;17870;17871;17872;17873;17874",TRUE,"",3.75103866038929e-07
1653,1713394205.69357,81489211.9631487,1990,TRUE,1,"17871","ESP","Sierra de Aramo","ESP",TRUE,"17868;17869;17870;17871;17872;17873;17874",TRUE,"",0.0475601071209193
1653,1713394205.69357,132267497.336929,1992,TRUE,1,"17871","ESP","Sierra de Aramo","ESP",TRUE,"17868;17869;17870;17871;17872;17873;17874",TRUE,"",0.0771961857332111
1653,1713394205.69357,28.1545392023399,1995,TRUE,1,"17871","ESP","Sierra de Aramo","ESP",TRUE,"17868;17869;17870;17871;17872;17873;17874",TRUE,"",1.6432026622235e-08
1653,1713394205.69357,552217692.08976,2000,TRUE,2,"17871","ESP","Sierra de Aramo","ESP",TRUE,"17868;17869;17870;17871;17872;17873;17874",TRUE,"",0.322294595286217
1653,1713394205.69357,13241262.4425643,2002,TRUE,4,"17871","ESP","Sierra de Aramo","ESP",TRUE,"17868;17869;17870;17871;17872;17873;17874",TRUE,"",0.00772808872503702
1653,1713394205.69357,99888919.0253287,2003,TRUE,3,"17871","ESP","Sierra de Aramo","ESP",TRUE,"17868;17869;17870;17871;17872;17873;17874",TRUE,"",0.0582988542236222
1653,1713394205.69357,169287259.565914,2006,TRUE,2,"17871","ESP","Sierra de Aramo","ESP",TRUE,"17868;17869;17870;17871;17872;17873;17874",TRUE,"",0.0988022832126872
1653,1713394205.69357,14351969.6955886,2009,TRUE,1,"17871","ESP","Sierra de Aramo","ESP",TRUE,"17868;17869;17870;17871;17872;17873;17874",TRUE,"",0.00837633840939658
1653,1713394205.69357,35943.3679783313,2013,TRUE,1,"17871","ESP","Sierra de Aramo","ESP",TRUE,"17868;17869;17870;17871;17872;17873;17874",TRUE,"",2.0977874127794e-05
1653,1713394205.69357,217252.666462127,2014,TRUE,2,"17871","ESP","Sierra de Aramo","ESP",TRUE,"17868;17869;17870;17871;17872;17873;17874",TRUE,"",0.000126796662286006
1653,1713394205.69357,54819560.9438086,2015,TRUE,5,"17871","ESP","Sierra de Aramo","ESP",TRUE,"17868;17869;17870;17871;17872;17873;17874",TRUE,"",0.0319947159629957
