"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
26019,413296476.684049,1319361.24376811,1975,TRUE,1,"16135","USA","Paria Plateau","USA",TRUE,"11452;11455;16135;16141;19736",TRUE,"",0.00319228766321353
26019,413296476.684049,127974337.393855,1979,TRUE,1,"16135","USA","Paria Plateau","USA",TRUE,"11452;11455;16135;16141;19736",TRUE,"",0.309642943052928
26019,413296476.684049,200403202.749197,1984,TRUE,2,"16135","USA","Paria Plateau","USA",TRUE,"11452;11455;16135;16141;19736",TRUE,"",0.484889695545114
26019,413296476.684049,80616.0678772819,2003,TRUE,1,"16135","USA","Paria Plateau","USA",TRUE,"11452;11455;16135;16141;19736",TRUE,"",0.000195056266929926
