"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note"
16081,NA,0,0,FALSE,0,0,"11664","PRK","Rangnim Mountains","MYS",NA,NA,NA,"no PAs in this range"
16087,NA,0,0,FALSE,0,0,"11664","PRK","Rangnim Mountains","MYS",NA,NA,NA,"no PAs in this range"
16107,NA,0,0,FALSE,0,0,"11664","PRK","Rangnim Mountains","MYS",NA,NA,NA,"no PAs in this range"
16112,NA,0,0,FALSE,0,0,"11664","PRK","Rangnim Mountains","MYS",NA,NA,NA,"no PAs in this range"
