"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
44604,91299752.2602574,4676707.71183179,1974,FALSE,1,"13747","NZL","Oronoko Range","NZL",TRUE,"11752;13744;13747;13748;13749;13750;13752;13755;13756;13759",TRUE,"",0.0512236626721665
44604,91299752.2602574,1365662.23379862,1987,FALSE,4,"13747","NZL","Oronoko Range","NZL",TRUE,"11752;13744;13747;13748;13749;13750;13752;13755;13756;13759",TRUE,"",0.014958005908994
