"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
10011,15429633220.488,25896289.8889298,1937,FALSE,1,"17789","MEX","Sierra Juárez (Oaxaca)","MEX",TRUE,"13083;17719;17789;20929;20930;21000",TRUE,"",0.0016783477299087
10011,15429633220.488,32383403.9536479,1997,FALSE,1,"17789","MEX","Sierra Juárez (Oaxaca)","MEX",TRUE,"13083;17719;17789;20929;20930;21000",TRUE,"",0.0020987798926191
10011,15429633220.488,3529021.0729575,1998,FALSE,1,"17789","MEX","Sierra Juárez (Oaxaca)","MEX",TRUE,"13083;17719;17789;20929;20930;21000",TRUE,"",0.000228717107045134
10011,15429633220.488,10752455.9825175,1999,FALSE,1,"17789","MEX","Sierra Juárez (Oaxaca)","MEX",TRUE,"13083;17719;17789;20929;20930;21000",TRUE,"",0.000696870484791568
10011,15429633220.488,117238171.214327,2004,FALSE,5,"17789","MEX","Sierra Juárez (Oaxaca)","MEX",TRUE,"13083;17719;17789;20929;20930;21000",TRUE,"",0.00759824744626168
10011,15429633220.488,10694816.2003883,2005,FALSE,1,"17789","MEX","Sierra Juárez (Oaxaca)","MEX",TRUE,"13083;17719;17789;20929;20930;21000",TRUE,"",0.00069313483007408
10011,15429633220.488,126480577.821346,2006,FALSE,8,"17789","MEX","Sierra Juárez (Oaxaca)","MEX",TRUE,"13083;17719;17789;20929;20930;21000",TRUE,"",0.00819725109559968
10011,15429633220.488,12643853.0822959,2007,FALSE,2,"17789","MEX","Sierra Juárez (Oaxaca)","MEX",TRUE,"13083;17719;17789;20929;20930;21000",TRUE,"",0.000819452601472535
10011,15429633220.488,96985820.4058026,2009,FALSE,4,"17789","MEX","Sierra Juárez (Oaxaca)","MEX",TRUE,"13083;17719;17789;20929;20930;21000",TRUE,"",0.00628568540936033
10011,15429633220.488,134881952.044396,2010,FALSE,6,"17789","MEX","Sierra Juárez (Oaxaca)","MEX",TRUE,"13083;17719;17789;20929;20930;21000",TRUE,"",0.00874174713792261
10011,15429633220.488,54483138.1461359,2011,FALSE,2,"17789","MEX","Sierra Juárez (Oaxaca)","MEX",TRUE,"13083;17719;17789;20929;20930;21000",TRUE,"",0.00353107150167325
10011,15429633220.488,31834451.1061935,2013,FALSE,1,"17789","MEX","Sierra Juárez (Oaxaca)","MEX",TRUE,"13083;17719;17789;20929;20930;21000",TRUE,"",0.00206320206392999
10011,15429633220.488,0.000771999359130859,2018,FALSE,1,"17789","MEX","Sierra Juárez (Oaxaca)","MEX",TRUE,"13083;17719;17789;20929;20930;21000",TRUE,"",5.00335521978431e-14
