"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
2405,682158608.951237,208287295.412884,1963,FALSE,2,"10011","FRA","Vanoise Massif","FRA",TRUE,"10011;15379;15384;15385",TRUE,"",0.305335581314599
2405,682158608.951237,15294717.9414983,1973,FALSE,1,"10011","FRA","Vanoise Massif","FRA",TRUE,"10011;15379;15384;15385",TRUE,"",0.0224210583005214
2405,682158608.951237,10927166.5927271,1990,FALSE,1,"10011","FRA","Vanoise Massif","FRA",TRUE,"10011;15379;15384;15385",TRUE,"",0.0160185130691625
2405,682158608.951237,3320648.97124333,1991,FALSE,2,"10011","FRA","Vanoise Massif","FRA",TRUE,"10011;15379;15384;15385",TRUE,"",0.00486785467143566
2405,682158608.951237,6181412.47359834,1999,FALSE,2,"10011","FRA","Vanoise Massif","FRA",TRUE,"10011;15379;15384;15385",TRUE,"",0.00906154725966407
2405,682158608.951237,6369533.90985662,2000,FALSE,2,"10011","FRA","Vanoise Massif","FRA",TRUE,"10011;15379;15384;15385",TRUE,"",0.0093373210075722
2405,682158608.951237,10713395.1036805,2003,FALSE,2,"10011","FRA","Vanoise Massif","FRA",TRUE,"10011;15379;15384;15385",TRUE,"",0.0157051380179039
2405,682158608.951237,15139414.6820718,2008,FALSE,2,"10011","FRA","Vanoise Massif","FRA",TRUE,"10011;15379;15384;15385",TRUE,"",0.0221933938579877
2405,682158608.951237,275339.285569508,2017,FALSE,1,"10011","FRA","Vanoise Massif","FRA",TRUE,"10011;15379;15384;15385",TRUE,"",0.000403629422771369
2405,682158608.951237,2362211.53312913,2018,FALSE,1,"10011","FRA","Vanoise Massif","FRA",TRUE,"10011;15379;15384;15385",TRUE,"",0.0034628479390751
