"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
7155,7542879442.86191,643439.968746662,1970,FALSE,1,"11204","ZAF","Cederberg","ZAF",TRUE,"11180;11204;11540;11684;11968",TRUE,"",8.53042891140958e-05
7155,7542879442.86191,627943674.747575,1973,FALSE,1,"11204","ZAF","Cederberg","ZAF",TRUE,"11180;11204;11540;11684;11968",TRUE,"",0.0832498622713398
7155,7542879442.86191,593924291.703409,1978,FALSE,1,"11204","ZAF","Cederberg","ZAF",TRUE,"11180;11204;11540;11684;11968",TRUE,"",0.0787397301259348
7155,7542879442.86191,703213506.4232,1979,FALSE,1,"11204","ZAF","Cederberg","ZAF",TRUE,"11180;11204;11540;11684;11968",TRUE,"",0.0932287877262409
7155,7542879442.86191,40615244.5505824,1980,FALSE,1,"11204","ZAF","Cederberg","ZAF",TRUE,"11180;11204;11540;11684;11968",TRUE,"",0.00538458089622764
7155,7542879442.86191,375611690.721385,1981,FALSE,1,"11204","ZAF","Cederberg","ZAF",TRUE,"11180;11204;11540;11684;11968",TRUE,"",0.0497968572302768
7155,7542879442.86191,NA,1982,FALSE,1,"11204","ZAF","Cederberg","ZAF",TRUE,"11180;11204;11540;11684;11968",TRUE,"",NA
7155,7542879442.86191,241323629.307447,1985,FALSE,1,"11204","ZAF","Cederberg","ZAF",TRUE,"11180;11204;11540;11684;11968",TRUE,"",0.0319935683893
7155,7542879442.86191,140137448.249784,1986,FALSE,1,"11204","ZAF","Cederberg","ZAF",TRUE,"11180;11204;11540;11684;11968",TRUE,"",0.0185787734394193
7155,7542879442.86191,62411701.6615695,1993,FALSE,1,"11204","ZAF","Cederberg","ZAF",TRUE,"11180;11204;11540;11684;11968",TRUE,"",0.00827425416703854
7155,7542879442.86191,145836047.66361,2000,FALSE,1,"11204","ZAF","Cederberg","ZAF",TRUE,"11180;11204;11540;11684;11968",TRUE,"",0.0193342673402556
7155,7542879442.86191,4162113.25217238,2001,FALSE,3,"11204","ZAF","Cederberg","ZAF",TRUE,"11180;11204;11540;11684;11968",TRUE,"",0.000551793686177914
7155,7542879442.86191,55165503.2728953,2004,FALSE,1,"11204","ZAF","Cederberg","ZAF",TRUE,"11180;11204;11540;11684;11968",TRUE,"",0.00731358676627137
7155,7542879442.86191,14870470.4683349,2008,FALSE,1,"11204","ZAF","Cederberg","ZAF",TRUE,"11180;11204;11540;11684;11968",TRUE,"",0.00197145805934991
7155,7542879442.86191,39614591.246422,2009,FALSE,1,"11204","ZAF","Cederberg","ZAF",TRUE,"11180;11204;11540;11684;11968",TRUE,"",0.00525191891856507
7155,7542879442.86191,89511461.2483557,2012,FALSE,5,"11204","ZAF","Cederberg","ZAF",TRUE,"11180;11204;11540;11684;11968",TRUE,"",0.0118670147025966
7155,7542879442.86191,13791799.2941918,2013,FALSE,2,"11204","ZAF","Cederberg","ZAF",TRUE,"11180;11204;11540;11684;11968",TRUE,"",0.00182845283404914
7155,7542879442.86191,22858286.8478109,2014,FALSE,1,"11204","ZAF","Cederberg","ZAF",TRUE,"11180;11204;11540;11684;11968",TRUE,"",0.00303044573640143
7155,7542879442.86191,30873787.5517363,2015,FALSE,2,"11204","ZAF","Cederberg","ZAF",TRUE,"11180;11204;11540;11684;11968",TRUE,"",0.0040931036728889
