"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note"
45279,NA,0,0,FALSE,0,0,"12598","PYF","Nuku Hiva","FSM",NA,NA,NA,"no PAs in this range"
23765,NA,0,0,FALSE,0,0,"12598","PYF","Nuku Hiva","FSM",NA,NA,NA,"no PAs in this range"
31040,NA,0,0,FALSE,0,0,"12598","PYF","Nuku Hiva","FSM",NA,NA,NA,"no PAs in this range"
