"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
1690,2088110610.17237,85374659.018901,1918,TRUE,1,"15023","ESP","Sierra de Malagón","ESP",TRUE,"12726;15022;15023;15025;18656",TRUE,"",0.0408860807483055
1690,2088110610.17237,15394711.2504886,1961,TRUE,1,"15023","ESP","Sierra de Malagón","ESP",TRUE,"12726;15022;15023;15025;18656",TRUE,"",0.00737255544581416
1690,2088110610.17237,119068.391111434,1985,TRUE,1,"15023","ESP","Sierra de Malagón","ESP",TRUE,"12726;15022;15023;15025;18656",TRUE,"",5.70220708287118e-05
1690,2088110610.17237,81345722.9028126,1988,TRUE,2,"15023","ESP","Sierra de Malagón","ESP",TRUE,"12726;15022;15023;15025;18656",TRUE,"",0.0389566158547979
1690,2088110610.17237,823078338.404584,1989,TRUE,1,"15023","ESP","Sierra de Malagón","ESP",TRUE,"12726;15022;15023;15025;18656",TRUE,"",0.394173725469763
1690,2088110610.17237,164082.587339517,1991,TRUE,1,"15023","ESP","Sierra de Malagón","ESP",TRUE,"12726;15022;15023;15025;18656",TRUE,"",7.85794519409927e-05
1690,2088110610.17237,1469.47896032687,1997,TRUE,1,"15023","ESP","Sierra de Malagón","ESP",TRUE,"12726;15022;15023;15025;18656",TRUE,"",7.03736168557455e-07
1690,2088110610.17237,84711383.3232346,1999,TRUE,1,"15023","ESP","Sierra de Malagón","ESP",TRUE,"12726;15022;15023;15025;18656",TRUE,"",0.0405684368014594
1690,2088110610.17237,375216319.009952,2000,TRUE,4,"15023","ESP","Sierra de Malagón","ESP",TRUE,"12726;15022;15023;15025;18656",TRUE,"",0.179691783175691
1690,2088110610.17237,630279.941299495,2005,TRUE,1,"15023","ESP","Sierra de Malagón","ESP",TRUE,"12726;15022;15023;15025;18656",TRUE,"",0.000301842219578333
1690,2088110610.17237,40481634.3614756,2006,TRUE,3,"15023","ESP","Sierra de Malagón","ESP",TRUE,"12726;15022;15023;15025;18656",TRUE,"",0.0193867289233945
1690,2088110610.17237,0.375761928968132,2012,TRUE,1,"15023","ESP","Sierra de Malagón","ESP",TRUE,"12726;15022;15023;15025;18656",TRUE,"",1.79953076785101e-10
1690,2088110610.17237,942471.25610666,2015,TRUE,6,"15023","ESP","Sierra de Malagón","ESP",TRUE,"12726;15022;15023;15025;18656",TRUE,"",0.000451351212677791
