"SitRecID","kba","ovl","year","random","nPAs","percPA","ISO","COUNTRY"
544,3299029.26777649,3152669.49169218,2009,FALSE,1,0.955635502384325,"IRL","Ireland"
544,3299029.26777649,146370.690174103,2017,FALSE,1,0.0443678058887774,"IRL","Ireland"
545,12674676.2720346,10801418.4003208,1995,FALSE,1,0.852204677144539,"IRL","Ireland"
545,12674676.2720346,690746.80191296,1996,FALSE,1,0.0544981810255006,"IRL","Ireland"
545,12674676.2720346,133339.740046556,2007,FALSE,1,0.0105201692875388,"IRL","Ireland"
546,38886614.1677389,3615867.61328173,2009,TRUE,1,0.092984891862391,"IRL","Ireland"
547,94809774.3641915,83660557.1200136,1995,FALSE,1,0.882404347875035,"IRL","Ireland"
547,94809774.3641915,4456955.30718506,2018,FALSE,1,0.0470094495749417,"IRL","Ireland"
548,187580.362374783,184965.076427711,1996,FALSE,1,0.986057783906793,"IRL","Ireland"
549,1904679.78524403,1903942.96500206,2006,FALSE,1,0.999613152694918,"IRL","Ireland"
550,6071887.75834781,5303186.53051027,1995,FALSE,1,0.873399960863784,"IRL","Ireland"
550,6071887.75834781,623122.914806056,2017,FALSE,1,0.102624247944862,"IRL","Ireland"
551,6039781.74423875,5998391.64353145,1996,FALSE,1,0.993147086689551,"IRL","Ireland"
552,4195353.85183698,3944624.98249035,2003,TRUE,1,0.940236538275109,"IRL","Ireland"
552,4195353.85183698,247752.215546309,2004,TRUE,1,0.059053949749156,"IRL","Ireland"
555,1535835.29773051,1530353.62478924,2009,FALSE,1,0.996430819795998,"IRL","Ireland"
556,464870.081156075,462440.632400692,2005,FALSE,1,0.994773918877847,"IRL","Ireland"
557,696365.793343073,696118.117542826,2010,FALSE,1,0.999644330892449,"IRL","Ireland"
559,2603363.98639479,2338522.89089862,1995,FALSE,1,0.898269663066619,"IRL","Ireland"
560,25879510.3536893,17008936.1730085,1986,FALSE,1,0.657235625425337,"IRL","Ireland"
560,25879510.3536893,3267970.74982828,2005,FALSE,1,0.126276374829573,"IRL","Ireland"
560,25879510.3536893,24241.8829875754,2009,FALSE,1,0.00093672108383301,"IRL","Ireland"
560,25879510.3536893,625050.951873907,2011,FALSE,1,0.024152348453718,"IRL","Ireland"
561,1483004.3647294,1478259.66816929,2004,FALSE,1,0.996800618613836,"IRL","Ireland"
562,17242596.3777981,16614482.8771041,1995,FALSE,1,0.963571988409889,"IRL","Ireland"
562,17242596.3777981,356462.652118298,1996,FALSE,1,0.0206733744911693,"IRL","Ireland"
565,34729688.459315,29639032.583227,1995,FALSE,1,0.853420629383081,"IRL","Ireland"
565,34729688.459315,1295307.55227017,1996,FALSE,1,0.0372968376548378,"IRL","Ireland"
565,34729688.459315,749974.092771871,2017,FALSE,1,0.0215946104339648,"IRL","Ireland"
565,34729688.459315,503973.683416676,2018,FALSE,1,0.0145113217473019,"IRL","Ireland"
567,1678418.12720857,1645324.10203991,1995,FALSE,1,0.980282609778708,"IRL","Ireland"
568,1364111.26740551,1360352.63977602,1995,FALSE,1,0.997244632663553,"IRL","Ireland"
570,194315470.573337,76404773.1920969,1995,FALSE,1,0.393199640598151,"IRL","Ireland"
570,194315470.573337,13801829.6739492,1996,FALSE,2,0.0710279507505309,"IRL","Ireland"
570,194315470.573337,65602403.6168084,2004,FALSE,1,0.337607723272086,"IRL","Ireland"
570,194315470.573337,119843.825236495,2005,FALSE,1,0.000616748758515674,"IRL","Ireland"
570,194315470.573337,582358.742202704,2009,FALSE,1,0.00299697569362041,"IRL","Ireland"
570,194315470.573337,3025362.29578466,2011,FALSE,2,0.0155693331408878,"IRL","Ireland"
570,194315470.573337,62351.9011735846,2016,FALSE,1,0.000320879758001832,"IRL","Ireland"
570,194315470.573337,2095654.67660927,2019,FALSE,2,0.0107848061218489,"IRL","Ireland"
571,3367616.31348725,3363989.93202199,1996,FALSE,1,0.998923160738136,"IRL","Ireland"
572,13295900.72078,13276982.9822094,2008,FALSE,1,0.998577175103225,"IRL","Ireland"
573,5296555.47108904,5285864.06727949,2009,FALSE,1,0.997981442114992,"IRL","Ireland"
574,11416093.4577837,6895691.80689663,2006,FALSE,1,0.60403252937589,"IRL","Ireland"
574,11416093.4577837,NA,2017,FALSE,1,NA,"IRL","Ireland"
574,11416093.4577837,1255468.98295021,2019,FALSE,1,0.109973607661228,"IRL","Ireland"
576,28154824.6494756,27894393.9019651,1990,TRUE,1,0.990750049032347,"IRL","Ireland"
578,573328204.797424,851572.353421703,1995,TRUE,1,0.00148531390274545,"IRL","Ireland"
578,573328204.797424,192688914.061685,1996,TRUE,1,0.336088321574496,"IRL","Ireland"
578,573328204.797424,140711.072244329,2006,TRUE,1,0.000245428484185681,"IRL","Ireland"
578,573328204.797424,546517.537876055,2010,TRUE,1,0.000953236790555521,"IRL","Ireland"
578,573328204.797424,25340315.6447138,2011,TRUE,1,0.0441986203237069,"IRL","Ireland"
578,573328204.797424,3783341.57935106,2016,TRUE,2,0.00659891061994384,"IRL","Ireland"
578,573328204.797424,199652.750967503,2017,TRUE,1,0.000348234657386246,"IRL","Ireland"
578,573328204.797424,2944713.39521201,2018,TRUE,1,0.00513617395860102,"IRL","Ireland"
578,573328204.797424,10319031.9692994,2019,TRUE,1,0.0179984725728703,"IRL","Ireland"
580,178386416.818987,176526407.011769,1996,FALSE,2,0.989573142168637,"IRL","Ireland"
581,128031999.871583,125998274.177246,1994,FALSE,1,0.984115489124777,"IRL","Ireland"
582,2461299.38970689,2444266.17801121,1996,FALSE,1,0.993079585617695,"IRL","Ireland"
583,21507005.4190145,1990363.84258521,2004,FALSE,1,0.0925449082197897,"IRL","Ireland"
583,21507005.4190145,6868768.06897952,2018,FALSE,1,0.319373522029562,"IRL","Ireland"
583,21507005.4190145,9772962.12096566,2019,FALSE,1,0.45440831629332,"IRL","Ireland"
584,5387750.51924181,5385363.09440303,1986,FALSE,1,0.999556879103765,"IRL","Ireland"
