"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
26108,2551156584.93234,68661629.5850319,1946,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.0269139220973585
26108,2551156584.93234,31345.1710147746,1961,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",1.22866511604602e-05
26108,2551156584.93234,10434194.8688541,1963,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.00408998605984464
26108,2551156584.93234,2068589.36742269,1964,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.000810843748141613
26108,2551156584.93234,136604311.810474,1970,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.0535460318732639
26108,2551156584.93234,842030.750370089,1971,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.000330058435198881
26108,2551156584.93234,19931077.7539636,1972,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.00781256543470548
26108,2551156584.93234,1047459.87865785,1975,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.000410582355016687
26108,2551156584.93234,108084.451756968,1976,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",4.23668434918252e-05
26108,2551156584.93234,4980755.23252439,1978,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.00195235183208345
26108,2551156584.93234,1099580.7970869,1981,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.000431012664444531
26108,2551156584.93234,3316658.89745241,1984,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.0013000608888695
