"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
3100,639009875.006327,80318.9459161758,1964,FALSE,1,"20294","SVK","Slanec Mountains","SVK",TRUE,"20224;20288;20294",TRUE,"",0.00012569280860547
3100,639009875.006327,1383764.65908162,1965,FALSE,3,"20294","SVK","Slanec Mountains","SVK",TRUE,"20224;20288;20294",TRUE,"",0.00216548243337854
3100,639009875.006327,14079712.705149,1967,FALSE,2,"20294","SVK","Slanec Mountains","SVK",TRUE,"20224;20288;20294",TRUE,"",0.0220336386898709
3100,639009875.006327,2562090.83851644,1974,FALSE,2,"20294","SVK","Slanec Mountains","SVK",TRUE,"20224;20288;20294",TRUE,"",0.00400946986694232
3100,639009875.006327,903616.065089449,1978,FALSE,1,"20294","SVK","Slanec Mountains","SVK",TRUE,"20224;20288;20294",TRUE,"",0.0014140877949351
3100,639009875.006327,655556.026547495,1980,FALSE,2,"20294","SVK","Slanec Mountains","SVK",TRUE,"20224;20288;20294",TRUE,"",0.00102589342072531
3100,639009875.006327,493357.781889638,1981,FALSE,3,"20294","SVK","Slanec Mountains","SVK",TRUE,"20224;20288;20294",TRUE,"",0.000772065974543434
3100,639009875.006327,613797.319098473,1983,FALSE,1,"20294","SVK","Slanec Mountains","SVK",TRUE,"20224;20288;20294",TRUE,"",0.000960544340715228
3100,639009875.006327,898866.409939322,1986,FALSE,2,"20294","SVK","Slanec Mountains","SVK",TRUE,"20224;20288;20294",TRUE,"",0.00140665495964428
3100,639009875.006327,266984.85948169,1987,FALSE,2,"20294","SVK","Slanec Mountains","SVK",TRUE,"20224;20288;20294",TRUE,"",0.00041781022473095
3100,639009875.006327,238346.284162853,1988,FALSE,1,"20294","SVK","Slanec Mountains","SVK",TRUE,"20224;20288;20294",TRUE,"",0.000372993115576646
3100,639009875.006327,5788.78015074413,1993,FALSE,1,"20294","SVK","Slanec Mountains","SVK",TRUE,"20224;20288;20294",TRUE,"",9.05898387045555e-06
3100,639009875.006327,38348.9411859997,1994,FALSE,1,"20294","SVK","Slanec Mountains","SVK",TRUE,"20224;20288;20294",TRUE,"",6.00130650338071e-05
3100,639009875.006327,8364961.35648862,2002,FALSE,1,"20294","SVK","Slanec Mountains","SVK",TRUE,"20224;20288;20294",TRUE,"",0.0130905040495748
3100,639009875.006327,543386334.915198,2004,FALSE,13,"20294","SVK","Slanec Mountains","SVK",TRUE,"20224;20288;20294",TRUE,"",0.850356709917539
3100,639009875.006327,0.0564823623185662,2012,FALSE,2,"20294","SVK","Slanec Mountains","SVK",TRUE,"20224;20288;20294",TRUE,"",8.83904373434087e-11
3100,639009875.006327,NA,2017,FALSE,1,"20294","SVK","Slanec Mountains","SVK",TRUE,"20224;20288;20294",TRUE,"",NA
