"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
31264,6535327.97257978,6127207.15505132,2002,FALSE,1,"13540","NZL","Mount Anglem Range*","NZL",FALSE,"13540",TRUE,"",0.93755159354805
44646,7708435727.3341,114250.206436204,1903,FALSE,2,"13540","NZL","Mount Anglem Range*","NZL",TRUE,"13167;13536;13537;13538;13539;13540",TRUE,"",1.48214515211009e-05
44646,7708435727.3341,13331.7655335306,1907,FALSE,3,"13540","NZL","Mount Anglem Range*","NZL",TRUE,"13167;13536;13537;13538;13539;13540",TRUE,"",1.72950336554746e-06
44646,7708435727.3341,705.834219038486,1914,FALSE,1,"13540","NZL","Mount Anglem Range*","NZL",TRUE,"13167;13536;13537;13538;13539;13540",TRUE,"",9.15664661424885e-08
44646,7708435727.3341,100398.734475212,1919,FALSE,2,"13540","NZL","Mount Anglem Range*","NZL",TRUE,"13167;13536;13537;13538;13539;13540",TRUE,"",1.3024527676763e-05
44646,7708435727.3341,56026.970530767,1926,FALSE,1,"13540","NZL","Mount Anglem Range*","NZL",TRUE,"13167;13536;13537;13538;13539;13540",TRUE,"",7.26826719616996e-06
44646,7708435727.3341,3536.32280070661,1958,FALSE,1,"13540","NZL","Mount Anglem Range*","NZL",TRUE,"13167;13536;13537;13538;13539;13540",TRUE,"",4.58760107211741e-07
44646,7708435727.3341,72016.715917211,1965,FALSE,1,"13540","NZL","Mount Anglem Range*","NZL",TRUE,"13167;13536;13537;13538;13539;13540",TRUE,"",9.34258498930462e-06
44646,7708435727.3341,130.760771498084,1971,FALSE,1,"13540","NZL","Mount Anglem Range*","NZL",TRUE,"13167;13536;13537;13538;13539;13540",TRUE,"",1.69633342124663e-08
44646,7708435727.3341,90.2232428193092,1980,FALSE,1,"13540","NZL","Mount Anglem Range*","NZL",TRUE,"13167;13536;13537;13538;13539;13540",TRUE,"",1.17044814292708e-08
44646,7708435727.3341,69988.5918692144,1986,FALSE,1,"13540","NZL","Mount Anglem Range*","NZL",TRUE,"13167;13536;13537;13538;13539;13540",TRUE,"",9.07948049966025e-06
44646,7708435727.3341,56289.1550405208,1987,FALSE,8,"13540","NZL","Mount Anglem Range*","NZL",TRUE,"13167;13536;13537;13538;13539;13540",TRUE,"",7.30227986995072e-06
44646,7708435727.3341,4134.44722753903,2001,FALSE,1,"13540","NZL","Mount Anglem Range*","NZL",TRUE,"13167;13536;13537;13538;13539;13540",TRUE,"",5.3635359673277e-07
44646,7708435727.3341,2811086.55708736,2002,FALSE,1,"13540","NZL","Mount Anglem Range*","NZL",TRUE,"13167;13536;13537;13538;13539;13540",TRUE,"",0.00036467665509868
44646,7708435727.3341,10645237.1515408,2004,FALSE,2,"13540","NZL","Mount Anglem Range*","NZL",TRUE,"13167;13536;13537;13538;13539;13540",TRUE,"",0.0013809853941952
44646,7708435727.3341,4758.19191265106,2005,FALSE,1,"13540","NZL","Mount Anglem Range*","NZL",TRUE,"13167;13536;13537;13538;13539;13540",TRUE,"",6.17270751285961e-07
44646,7708435727.3341,146932.24264774,2010,FALSE,1,"13540","NZL","Mount Anglem Range*","NZL",TRUE,"13167;13536;13537;13538;13539;13540",TRUE,"",1.90612269265888e-05
